name|faculty_of|has_phd_info|phd_where
GREG CROUCH|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MINNESOTA|UNIVERSITY OF MINNESOTA
GWEN  WHITE|INDIANA UNIVERSITY O'NEILL SCHOOL|CONSERVATION BIOLOGY|UNIVERSITY OF MINNESOTA
HALEY SADOVSKY|HARRIS SCHOOL OF PUBLIC POLICY|ADMISSIONS ADVISOR|DEGREE IN MASS COMMUNICATION IN 2016
HANNA SEFEROS|HARRIS SCHOOL OF PUBLIC POLICY|MBA PROGRAMS|MBA PROGRAMS
HEDDY LAHMANN|HARRIS SCHOOL OF PUBLIC POLICY|CURRENTLY|CURRENTLY
HENRY PAULSON|HARRIS SCHOOL OF PUBLIC POLICY|1970|HE AND HIS WIFE, WENDY
HILLARY WERNER|HARRIS SCHOOL OF PUBLIC POLICY|2017|HER MASTER'S OF EDUCATION
HOPE MICHELSON|HARRIS SCHOOL OF PUBLIC POLICY|SHE IS A NON-RESIDENT|MULTIPLE SPATIAL SCALES
HOPIE MELTON|HARRIS SCHOOL OF PUBLIC POLICY|AN UNDERGRADUATE|19
HSI-LING LIAO|HARRIS SCHOOL OF PUBLIC POLICY|MPA|NYU
HENDRIK HAITJEMA|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MINNESOTA, 1982M.S|UNIVERSITY OF MINNESOTA
HENRY K. WAKHUNGU|INDIANA UNIVERSITY O'NEILL SCHOOL|2004M.SC., SUSSEX UNIVERSITY, BRIGHTON, ENGLAND|INDIANA UNIVERSITY
INGVIL GAARDER|HARRIS SCHOOL OF PUBLIC POLICY|IN ECONOMICS|ECONOMICS
ISABEAU DASHO|HARRIS SCHOOL OF PUBLIC POLICY|ISABEAU|UNIVERSITY OF CHICAGO
J. LANDON YODER|INDIANA UNIVERSITY O'NEILL SCHOOL|2017MPA|DEPARTMENT OF GEOGRAPHY, INDIANA UNIVERSITY
J.L.  NAVE|INDIANA UNIVERSITY O'NEILL SCHOOL|ARTS ADMINISTRATION, UNIVERSITY OF CINCINNATIMBA|UNIVERSITY OF CINCINNATIMBA
JAKE BRAUN|HARRIS SCHOOL OF PUBLIC POLICY|MR|U.S
JAMES A. LEITZEL|HARRIS SCHOOL OF PUBLIC POLICY|2015|2015
JAMES HECKMAN|HARRIS SCHOOL OF PUBLIC POLICY|J. HECKMAN|2007
JAMES ROBINSON|HARRIS SCHOOL OF PUBLIC POLICY|HAVE FALLEN INTO POVERTY|NSUKKA
JASON HANCHAR|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWEST INDIANA|IN HIS SPARE TIME
JASON SAUL|HARRIS SCHOOL OF PUBLIC POLICY|JASON HOLDS A J.D|CHICAGO
JAY LANDAU|HARRIS SCHOOL OF PUBLIC POLICY|AN MBA AND MASTER OF SCIENCE|ILLINOIS AT CHICAGO
JEFF BROOM|HARRIS SCHOOL OF PUBLIC POLICY|PRIOR TO JOINING CPS|CHICAGO
JEFF LEVY|HARRIS SCHOOL OF PUBLIC POLICY|PARTICULARLY|DC
JEFF ZOLINE|HARRIS SCHOOL OF PUBLIC POLICY|PLEASE SEND ALL REQUESTS|UCHICAGO.EDU
JEFFREY GROGGER|HARRIS SCHOOL OF PUBLIC POLICY|SANTA BARBARA|CAMBRIDGE, MA
JEN LOMBARDO|HARRIS SCHOOL OF PUBLIC POLICY|YOGA, AND FOCUSING ON WELLNESS|AMERICAN UNIVERSITY
JENNIFER DELANEY|HARRIS SCHOOL OF PUBLIC POLICY|ILLINOIS|HIGHER EDUCATION POLICY
JENS LUDWIG|HARRIS SCHOOL OF PUBLIC POLICY|HE WAS ELECTED VICE PRESIDENT|CHICAGO
JEREMY EDWARDS|HARRIS SCHOOL OF PUBLIC POLICY|NONPROFIT MANAGEMENT|GRADUATE
JESSE DRISCOLL|HARRIS SCHOOL OF PUBLIC POLICY|NOT CREDIBLE|2020
JESSICA GAGLE|HARRIS SCHOOL OF PUBLIC POLICY|SHE HAS OVER TEN YEARS|MA IN PUBLIC POLICY
JODI DAILY|HARRIS SCHOOL OF PUBLIC POLICY|JODI HOLDS A BS|INQUIRY
JOE SPIWAK|HARRIS SCHOOL OF PUBLIC POLICY|HE IS RESPONSIBLE|LAWRENCE UNIVERSITY
JOHN A. LIST|HARRIS SCHOOL OF PUBLIC POLICY|2015|UNIVERSITY OF CHICAGO
JOHN BURROWS|HARRIS SCHOOL OF PUBLIC POLICY|FOR THREE YEARS NOW|MBA
JOHN OXTOBY|HARRIS SCHOOL OF PUBLIC POLICY|ADMINISTERED BY SASB|MBA
JON MCHENRY|HARRIS SCHOOL OF PUBLIC POLICY|THE NEW YORK TIMES|GEORGIA
JOSHUA GOTTLIEB|HARRIS SCHOOL OF PUBLIC POLICY|HE WAS|HARVARD UNIVERSITY IN 2012
JOSHUA WOLFF|HARRIS SCHOOL OF PUBLIC POLICY|NONPROFIT ORGANIZATIONS|UNIVERSITY OF CHICAGO
JUSTIN MARLOWE|HARRIS SCHOOL OF PUBLIC POLICY|DR. MARLOWE|DR. MARLOWE
JACOB FARMER|INDIANA UNIVERSITY O'NEILL SCHOOL|2017BS, COMPUTER SCIENCE, INDIANA UNIVERSITY, 2006|INDIANA UNIVERSITY
JACQUELINE BHABHA|HARVARD KENNEDY SCHOOL|EUROPEAN COURT OF HUMAN RIGHTS IN STRASBOURG|EUROPEAN COURT OF HUMAN RIGHTS IN STRASBOURG
JAMES  PERRY|INDIANA UNIVERSITY O'NEILL SCHOOL|SYRACUSE UNIVERSITY|SYRACUSE UNIVERSITY
JAMES C. RANDOLPH|INDIANA UNIVERSITY O'NEILL SCHOOL|1968B.A., THE UNIVERSITY OF TEXAS AT AUSTIN, 1966APPLIED|CARLETON UNIVERSITY (OTTAWA)
JAMES FARMER|INDIANA UNIVERSITY O'NEILL SCHOOL|2009M.S|INDIANA UNIVERSITY
JAMES J. DUDERSTADT|FORD SCHOOL OF PUBLIC POLICY|1967|NORTH CAMPUS
JAVED ALI|FORD SCHOOL OF PUBLIC POLICY|ALI|UNIVERSITY OF MICHIGAN
JAYMA MEYER|INDIANA UNIVERSITY O'NEILL SCHOOL|1978B|GEORGETOWN UNIVERSITY LAW CENTER
JEEYANG RHEE BAUM|HARVARD KENNEDY SCHOOL|2011|HARVARD KENNEDY SCHOOL
JEFFREY R. WHITE|INDIANA UNIVERSITY O'NEILL SCHOOL|1984M.S|SYRACUSE UNIVERSITY
JENNA BEDNAR|FORD SCHOOL OF PUBLIC POLICY|INTERGOVERNMENTAL RETALIATION TENDS TO BE INEFFICIENT.|UNIVERSITY OF MICHIGAN
JENNIFER  SCHEPERS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
JENNIFER BRASS|INDIANA UNIVERSITY O'NEILL SCHOOL|POLITICAL SCIENCE|UNIVERSITY OF CALIFORNIA AT BERKELEY
JENNIFER SILVA|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF VIRGINIA|UNIVERSITY OF VIRGINIA
JIE BAI|HARVARD KENNEDY SCHOOL|PROFESSOR JIE BAI'S FULL WEBSITE|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
JILL  NICHOLSON-CROTTY|INDIANA UNIVERSITY O'NEILL SCHOOL|2005M.A|TEXAS A&M UNIVERSITY
JIM BILDNER|HARVARD KENNEDY SCHOOL|BILDNER|LESLEY UNIVERSITY
JOANNA WORONKOWICZ|INDIANA UNIVERSITY O'NEILL SCHOOL|2011M.A|UNIVERSITY OF CHICAGO
JOE CAUDELL|INDIANA UNIVERSITY O'NEILL SCHOOL|2001MS, WILDLIFE BIOLOGY,  UTAH STATE UNIVERSITY, 2001|UTAH STATE UNIVERSITY
JOE RYAN|INDIANA UNIVERSITY O'NEILL SCHOOL|ECONOMICS, UC-BERKELEY|UC-BERKELEY
JOHN  ZODY|INDIANA UNIVERSITY O'NEILL SCHOOL|NON-PROFIT MANAGEMENT|INDIANA UNIVERSITY, O'NEILLBSPA, INDIANA UNIVERSITY, O'NEILL
JOHN A. RUPP|INDIANA UNIVERSITY O'NEILL SCHOOL|EASTERN WASHINGTON UNIVERSITY|EASTERN WASHINGTON UNIVERSITY
JOHN D. CIORCIARI|FORD SCHOOL OF PUBLIC POLICY|FULBRIGHT SCHOLAR|2019
JOHN D. GRAHAM|INDIANA UNIVERSITY O'NEILL SCHOOL|CARNEGIE-MELLON UNIVERSITY|CARNEGIE-MELLON UNIVERSITY
JOHN E. SHASSBERGER|INDIANA UNIVERSITY O'NEILL SCHOOL|DEBATES IN PUBLIC FINANCEV560|NAVAL POSTGRADUATE SCHOOL
JOHN FOX|INDIANA UNIVERSITY O'NEILL SCHOOL|O'NEILL BLOOMINGTON, INDIANA UNIVERSITY|O'NEILL BLOOMINGTON, INDIANA UNIVERSITY
JOHN GODEC|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
JOHN GREGG|INDIANA UNIVERSITY O'NEILL SCHOOL|1978B|MCKINNEY SCHOOL, IU
JOHN LEAHY|FORD SCHOOL OF PUBLIC POLICY|LEAHY|PRINCETON UNIVERSITY
JOHN MCCLELLAND|INDIANA UNIVERSITY O'NEILL SCHOOL|1997AB|UNIVERSITY OF MARYLAND
JOHN R. KARAAGAC|INDIANA UNIVERSITY O'NEILL SCHOOL|1997M|JOHNS HOPKINS UNIVERSITY
JOHN T  ZIETLOW|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
JOHN WILEY|INDIANA UNIVERSITY O'NEILL SCHOOL|BALL STATE UNIVERSITY, 1992|BALL
JON ELDON|INDIANA UNIVERSITY O'NEILL SCHOOL|2017M|UNIVERSITY OF CALIFORNIA-SANTA CRUZ
JONATHAN D. RAFF|INDIANA UNIVERSITY O'NEILL SCHOOL|2001A.B., OCCIDENTAL COLLEGE, 1998ENVIRONMENTAL|INDIANA UNIVERSITY
JONATHAN HANSON|FORD SCHOOL OF PUBLIC POLICY|VIEW HANSON'S CV (PERSONAL SITE)|MICHIGAN
JONGMIN LEE|INDIANA UNIVERSITY O'NEILL SCHOOL|PUBLIC AFFAIRS, INDIANA UNIVERSITY, O'NEILL|INDIANA UNIVERSITY, O'NEILL
JORDAN  SITES|INDIANA UNIVERSITY O'NEILL SCHOOL|2008|MIAMI UNIVERSITY
JORDAN HUNTER|INDIANA UNIVERSITY O'NEILL SCHOOL|2018B.S., PSYCHOLOGY, BRIGHAM YOUNG UNIVERSITY IDAHO, 2015|INDIANA UNIVERSITY
JOSEPH ALDY|HARVARD KENNEDY SCHOOL|ALDY|HARVARD UNIVERSITY
JOSEPH SHAW|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF KENTUCKY, 2001B.S|UNIVERSITY OF KENTUCKY
JOSHUA HAUSMAN|FORD SCHOOL OF PUBLIC POLICY|LEARN MORE ON HAUSMAN'S PERSONAL SITE|LEARN MORE ON HAUSMAN'S PERSONAL SITE.
JULIE BATTILANA|HARVARD KENNEDY SCHOOL|PROFESSOR BATTILANA|INSEAD
JULIE DUHON|INDIANA UNIVERSITY O'NEILL SCHOOL|2006|INDIANA UNIVERSITY
JULIE M. CARMICHAEL|INDIANA UNIVERSITY O'NEILL SCHOOL|1986H124|MBA, INDIANA UNIVERSITY
JUSTIN ROSS|INDIANA UNIVERSITY O'NEILL SCHOOL|WEST VIRGINIA UNIVERSITY|WEST VIRGINIA UNIVERSITY
JUWON CHUNG|INDIANA UNIVERSITY O'NEILL SCHOOL|2021BPA, EWHA WOMANS UNIVERSITY, 2019|INDIANA UNIVERSITY
KAREN MCCLEARY|HARRIS SCHOOL OF PUBLIC POLICY|YIELD EVENTS|COLUMBIA UNIVERSITY
KARLYN GORSKI|HARRIS SCHOOL OF PUBLIC POLICY|YOUTH & SOCIETY|UNIVERSITY OF CHICAGO
KATE RAY|HARRIS SCHOOL OF PUBLIC POLICY|KATE|RESEARCH ASSISTANTS
KATE SHANNON BIDDLE|HARRIS SCHOOL OF PUBLIC POLICY|ACADEMIC ADMINISTRATION|NORTHWESTERN UNIVERSITY
KATHERINE BAICKER|HARRIS SCHOOL OF PUBLIC POLICY|YALE AND HER PH.D|ECONOMICS FROM HARVARD
KATHERINE CROSBY|HARRIS SCHOOL OF PUBLIC POLICY|KATHERINE|EASTERN UNIVERSITY
KATHRYN IERULLI|HARRIS SCHOOL OF PUBLIC POLICY|SHE|COST-BENEFIT ANALYSIS
KATIE MEYER|HARRIS SCHOOL OF PUBLIC POLICY|AT HARRIS PUBLIC POLICY|AT HARRIS PUBLIC POLICY
KATIE SILASIRI|HARRIS SCHOOL OF PUBLIC POLICY|NONPROFIT ORGANIZATIONS|NONPROFIT ORGANIZATIONS
KAVI BHALLA|HARRIS SCHOOL OF PUBLIC POLICY|USING AVAILABLE DATA SOURCES|UNIVERSITY OF CHICAGO
KELLI CLARKSON|HARRIS SCHOOL OF PUBLIC POLICY|HAS A B.A. IN SOCIOLOGY|DC
KELLY HALLBERG|HARRIS SCHOOL OF PUBLIC POLICY|POLICY ANALYSIS|UNIVERSITY OF CHICAGO
KELLY LOFGREN|HARRIS SCHOOL OF PUBLIC POLICY|NONPROFIT MANAGEMENT|LEWIS
KENNETTE BENEDICT|HARRIS SCHOOL OF PUBLIC POLICY|2005|UNIVERSITY OF CHICAGO
KERI O'MARA|HARRIS SCHOOL OF PUBLIC POLICY|SHE SPENDS HER TIME|UNIVERSITY OF CHICAGO
KIM KIERAS|HARRIS SCHOOL OF PUBLIC POLICY|KIM ALSO ORGANIZED|ENTREPRENEURSHIP
KIMBERLY WOLSKE|HARRIS SCHOOL OF PUBLIC POLICY|2019|MICHIGAN
KISOO KIM|HARRIS SCHOOL OF PUBLIC POLICY|PERSONAL WEBPAGE|PERSONAL WEBPAGE
KOICHIRO ITO|HARRIS SCHOOL OF PUBLIC POLICY|ITO|BERKELEY
KONSTANTIN SONIN|HARRIS SCHOOL OF PUBLIC POLICY|NOVEMBER 2009|NOVEMBER 2009
KRISINDA DOHERTY|HARRIS SCHOOL OF PUBLIC POLICY|YEAR CAREER CURRICULUM|UNIVERSITY OF CHICAGO
KRISTINA BUTAEVA|HARRIS SCHOOL OF PUBLIC POLICY|HER RESEARCH FOCUSES|WISCONSIN-MADISON
KUNAL PAL|HARRIS SCHOOL OF PUBLIC POLICY|KUNAL ALSO|PARTNERSHIPS
KAMISSA CAMARA|FORD SCHOOL OF PUBLIC POLICY|NON-RESIDENT SCHOLAR AT THE MIDDLE EAST INSTITUTE|GERALD R. FORD SCHOOL OF PUBLIC POLICY’S WEISER DIPLOMACY CENTER
KAREN GAHL-MILLS|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITYY650|UNIVERSITY OF CHICAGO
KATHLEEN  STEDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|UPPER IOWA UNIVERSITY|UPPER IOWA UNIVERSITY
KATHRYN  CIMERA|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
KATHRYN M. DOMINGUEZ|FORD SCHOOL OF PUBLIC POLICY|LEARN MORE ON DOMINGUEZ'S PERSONAL WEBSITE|YALE UNIVERSITY
KATHRYN MICHELLE BENAVIDEZ  WESTRICH|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY, 2022|INDIANA UNIVERSITY
KENNETH R. RICHARDS|INDIANA UNIVERSITY O'NEILL SCHOOL|1997J|UNIVERSITY OF PENNSYLVANIA CAREY LAW SCHOOL
KERRY KRUTILLA|INDIANA UNIVERSITY O'NEILL SCHOOL|DUKE UNIVERSITY|DUKE UNIVERSITY
KHALIL ABDUR-RASHID|HARVARD KENNEDY SCHOOL|HE SERVES THE ENTIRE MUSLIM COMMUNITY AT HARVARD UNIVERSITY|HARVARD KENNEDY SCHOOL OF GOVERNMENT
KIMBERLY NOVICK|INDIANA UNIVERSITY O'NEILL SCHOOL|DUKE UNIVERSITY|DUKE UNIVERSITY
KIRSTEN GRØNBJERG|INDIANA UNIVERSITY O'NEILL SCHOOL|1968FUND DEVELOPMENT FOR NONPROFITSNONPROFIT|UNIVERSITY OF CHICAGO
KOSALI SIMON|INDIANA UNIVERSITY O'NEILL SCHOOL|1999B.A., HAMILTON COLLEGE, 1994HEALTH|UNIVERSITY OF MARYLAND, COLLEGE PARK
LARISA VLADU|HARRIS SCHOOL OF PUBLIC POLICY|ALL POLICIES AND PROCEDURES|DEPAUL UNIVERSITY
LAURA CARROLL|HARRIS SCHOOL OF PUBLIC POLICY|INCREASED JOB SATISFACTION|BELGIUM
LEAH GJERTSON|HARRIS SCHOOL OF PUBLIC POLICY|SHE CONDUCTED RESEARCH|CHICAGO AND LECTURER
LECHAE MOTTLEY|HARRIS SCHOOL OF PUBLIC POLICY|ACHIEVING OPTIMAL RESULTS|MISSOURI
LEONARD BRASHEAR|HARRIS SCHOOL OF PUBLIC POLICY|RESEARCH FAMILY OF SITES|LEN WAS A DEVELOPER
LESLEY TURNER|HARRIS SCHOOL OF PUBLIC POLICY|SHE SERVED AS SENIOR ADVISOR|COLUMBIA UNIVERSITY
LESLIE VILLAVERDE|HARRIS SCHOOL OF PUBLIC POLICY|LESLIE|HARRIS PUBLIC POLICY
LINGYANG ZHANG|HARRIS SCHOOL OF PUBLIC POLICY|LINGYANG|XIAMEN UNIVERSITY IN CHINA
LUIS MARTINEZ|HARRIS SCHOOL OF PUBLIC POLICY|GOVERNMENT PERFORMANCE|GOVERNMENT PERFORMANCE
LYDIA MAKDAH-MUFARREH|HARRIS SCHOOL OF PUBLIC POLICY|CURRENTLY WORKING ON HER MBA.|2019
LYDIA VELIKO|HARRIS SCHOOL OF PUBLIC POLICY|A BA FROM WELLESLEY COLLEGE|SHE HAS A BA
LANJUN PENG|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
LAURA HELMKE-LONG|INDIANA UNIVERSITY O'NEILL SCHOOL|PUBLIC AFFAIRS|INDIANA UNIVERSITY
LAURA JANE DURFEE|INDIANA UNIVERSITY O'NEILL SCHOOL|2009B|INDIANA UNIVERSITY
LAURA LITTLEPAGE|INDIANA UNIVERSITY O'NEILL SCHOOL|1982B.S., PUBLIC AFFAIRS, INDIANA UNIVERSITY, 1980NONPROFIT|INDIANA UNIVERSITY
LAWRENCE BACOW|HARVARD KENNEDY SCHOOL|2011 TO 2014|HARVARD LAW SCHOOL.
LEE H. HAMILTON|INDIANA UNIVERSITY O'NEILL SCHOOL|1956B|INDIANA UNIVERSITY
LEONOR CAMARENA|INDIANA UNIVERSITY O'NEILL SCHOOL|2014SOCIAL JUSTICE AND EQUITY|ARIZONA STATE UNIVERSITY
LESLEY SNYDER|INDIANA UNIVERSITY O'NEILL SCHOOL|2009CERTIFICATE|INDIANA UNIVERSITY
LESLIE ABSHIER|INDIANA UNIVERSITY O'NEILL SCHOOL|2012BSPA, NONPROFIT MANAGEMENT|NONPROFIT MANAGEMENT AND FUND DEVELOPMENT, O'NEILL, INDIANA UNIVERSITY
LESLIE LENKOWSKY|INDIANA UNIVERSITY O'NEILL SCHOOL|1968CIVIL|HARVARD UNIVERSITY
LESTER  WADZINSKI|INDIANA UNIVERSITY O'NEILL SCHOOL|SLIPPERY ROCK UNIVERSITY|SLIPPERY ROCK UNIVERSITY
LIENNE  SETHNA|INDIANA UNIVERSITY O'NEILL SCHOOL|2016SPEA E260 – INTRODUCTION TO WATER RESOURCES|INDIANA UNIVERSITYB.S., EARTH SCIENCES, THE OHIO STATE UNIVERSITY
LINDA BILMES|HARVARD KENNEDY SCHOOL|HTTP://WWW.LINDABILMES.ORG|HARVARD
LISA AMSLER|INDIANA UNIVERSITY O'NEILL SCHOOL|HIGH HONORS|CONNECTICUT
LOIS RECASCINO WISE|INDIANA UNIVERSITY O'NEILL SCHOOL|1982M.S|INDIANA UNIVERSITY
LORI GARRAGHTY, CFRE|INDIANA UNIVERSITY O'NEILL SCHOOL|2008B.A., GEORGE MASON UNIVERSITY, 1997|INDIANA UNIVERSITY
LUIS ARMONA|HARVARD KENNEDY SCHOOL|ECONOMICS.|HARVARD UNIVERSITY
MADHU CAIN|HARRIS SCHOOL OF PUBLIC POLICY|SHE|IN THE 1980S
MADISON ZACCARDELLI|HARRIS SCHOOL OF PUBLIC POLICY|NO PUN INTENDED|NO PUN INTENDED
MAGGIE ELMARAKBY|HARRIS SCHOOL OF PUBLIC POLICY|SHE HELD CONCURRENT ROLES|UNIVERSITY OF CHICAGO
MAGGIE SHI|HARRIS SCHOOL OF PUBLIC POLICY|MAGGIE SHI|COLUMBIA
MALIHA CHISHTI|HARRIS SCHOOL OF PUBLIC POLICY|SHE|ALUMNI CAMPAIGN
MARC FARINELLA|HARRIS SCHOOL OF PUBLIC POLICY|HE HOLDS A MASTER'S DEGREE|NORTHWESTERN UNIVERSITY
MAREIKE SCHOMERUS|HARRIS SCHOOL OF PUBLIC POLICY|SHE|ODI
MARIA ANGÉLICA BAUTISTA|HARRIS SCHOOL OF PUBLIC POLICY|ANGÉLICA BAUTISTA|PUBLIC POLICY
MARINA WILLIAMS|HARRIS SCHOOL OF PUBLIC POLICY|MARINA|NORTHWESTERN
MARLEY MANDELARO|HARRIS SCHOOL OF PUBLIC POLICY|SHE|SERVICES OFFICE
MARQUIS HAYES|HARRIS SCHOOL OF PUBLIC POLICY|NO MATTER WHAT PATHS THEY CHOSE|NO MATTER WHAT PATHS THEY CHOSE
MARTIN CASTILLO QUINTANA|HARRIS SCHOOL OF PUBLIC POLICY|METHODOLOGICAL EMPHASIS|IN 2023
MARYSUE BARRETT|HARRIS SCHOOL OF PUBLIC POLICY|FOR 25 YEARS|NORTHWESTERN UNIVERSITY
MATT NIKSCH|HARRIS SCHOOL OF PUBLIC POLICY|AN MBA FROM|HE HOLDS AN MBA
MATT ROARTY|HARRIS SCHOOL OF PUBLIC POLICY|MATT PROVIDES IT SUPPORT|DELAWARE
MATTHEW FLEMING|HARRIS SCHOOL OF PUBLIC POLICY|WRITING PEDAGOGY|HE WILL GATHER
MATTHEW STAGNER|HARRIS SCHOOL OF PUBLIC POLICY|HE JOINED MATHEMATICA IN 2013|UNIVERSITY OF CHICAGO
MAURICIO VILLACRES|HARRIS SCHOOL OF PUBLIC POLICY|DURING HIS 3-1/2 YEARS|NCAA
MAY WOODARD-HICKEY|HARRIS SCHOOL OF PUBLIC POLICY|YEARS|SHREVEPORT
MAYA LOZINSKI|HARRIS SCHOOL OF PUBLIC POLICY|MD/PHD STUDENT|MD/PHD STUDENT
MEGAN BUSBICE|HARRIS SCHOOL OF PUBLIC POLICY|MEGAN|MEGAN
MEREDITH SHINER|HARRIS SCHOOL OF PUBLIC POLICY|NPR|POLITICAL SCIENCE
MICHAEL A. NUTTER|HARRIS SCHOOL OF PUBLIC POLICY|CNN NEWS MEDIA ORGANIZATION|2008
MICHAEL GREENSTONE|HARRIS SCHOOL OF PUBLIC POLICY|HTTPS://ECONOMICS|MIT
MICHAEL KREMER|HARRIS SCHOOL OF PUBLIC POLICY|HE FOUNDED WORLDTEACH|2020
MICHAEL MIKLAUCIC|HARRIS SCHOOL OF PUBLIC POLICY|THE EDITOR OF PRISM|U.S
MICHAEL TIBORIS|HARRIS SCHOOL OF PUBLIC POLICY|POPULAR MEDIA SOURCES|POPULAR MEDIA SOURCES
MICHELLE MICHELINI|HARRIS SCHOOL OF PUBLIC POLICY|SHE HAS HER BS|SHE HAS HER
MIGUEL SANTOS|HARRIS SCHOOL OF PUBLIC POLICY|2019|HARVARD UNIVERSITY
MILVIA RODRIGUEZ|HARRIS SCHOOL OF PUBLIC POLICY|HONORS ONE STAFF PERSON|UNIVERSITY EACH YEAR
MIRELA MUNTEANU|HARRIS SCHOOL OF PUBLIC POLICY|SHE|CHICAGO
MISHO CEKO|HARRIS SCHOOL OF PUBLIC POLICY|AN MBA|MBA
MOLLY O'DONNELL|HARRIS SCHOOL OF PUBLIC POLICY|CURRENTLY FINISHING HER MBA.|MBA
MALLORY BARNES|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF ARIZONA, 2018M.S|UNIVERSITY OF ARIZONA
MARC LAME|INDIANA UNIVERSITY O'NEILL SCHOOL|ARIZONA STATE UNIVERSITY|ARIZONA STATE UNIVERSITY
MARCELLA ALSAN|HARVARD KENNEDY SCHOOL|OAKLAND|MASSACHUSETTS GENERAL HOSPITAL
MARK  KRUZAN|INDIANA UNIVERSITY O'NEILL SCHOOL|SCHOOL OF LAW, INDIANA UNIVERSITY-BLOOMINGTON|INDIANA UNIVERSITY-BLOOMINGTON
MARK  UEBEL|INDIANA UNIVERSITY O'NEILL SCHOOL|1978|INDIANA UNIVERSITY
MARK LEVIN|INDIANA UNIVERSITY O'NEILL SCHOOL|1970B.A., MIAMI UNIVERSITY, 1968|KENT STATE UNIVERSITY
MARK NISWANDER|INDIANA UNIVERSITY O'NEILL SCHOOL|POLITICAL SCIENCE|UNIVERSITY OF NORTH TEXAS
MARK SHEEHAN|INDIANA UNIVERSITY O'NEILL SCHOOL|1979MA|INDIANA UNIVERSITY
MARTA VENIER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
MARTHA FARELLA|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF ARIZONA, 2020M.S|UNIVERSITY OF ARIZONA
MARY  WILLETT|INDIANA UNIVERSITY O'NEILL SCHOOL|1988B.S., CHEMICAL ENGINEERING, PURDUE UNIVERSITY, 1984|INDIANA UNIVERSITY
MARY JO BANE|HARVARD KENNEDY SCHOOL|1981|HARVARD KENNEDY SCHOOL
MARYLIS FANTONI|INDIANA UNIVERSITY O'NEILL SCHOOL|2021BA, INTERNATIONAL RELATIONS, FEDERAL UNIVERSITY OF RIO DE JANEIRO, 2018|INDIANA UNIVERSITY
MATTHEW ANDREWS|HARVARD KENNEDY SCHOOL|MATT|HARVARD’S KENNEDY SCHOOL OF GOVERNMENT
MATTHEW BAGGETTA|INDIANA UNIVERSITY O'NEILL SCHOOL|2005B.A. IN SOCIOLOGY, UNIVERSITY OF NOTRE DAME|HARVARD UNIVERSITY
MATTHEW BAUM|HARVARD KENNEDY SCHOOL|UC SAN DIEGO|UC SAN DIEGO
MAUREEN A. PIROG|INDIANA UNIVERSITY O'NEILL SCHOOL|PUBLIC POLICY ANALYSIS, UNIVERSITY OF PENNSYLVANIA|UNIVERSITY OF PENNSYLVANIA
MAX BAZERMAN|HARVARD KENNEDY SCHOOL|HARVARD KENNEDY SCHOOL|HARVARD KENNEDY SCHOOL
MEGAN  STARNES|INDIANA UNIVERSITY O'NEILL SCHOOL|2012PRACTICUM IN ARTS ADMINISTRATION|IU
MELISSA LANEY|INDIANA UNIVERSITY O'NEILL SCHOOL|1999B|INDIANA UNIVERSITY
MICHAEL RUSHTON|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF BRITISH COLUMBIA|UNIVERSITY OF BRITISH COLUMBIA
MICHAEL S. BARR|FORD SCHOOL OF PUBLIC POLICY|BARR|YALE LAW SCHOOL
MINDY KING|INDIANA UNIVERSITY O'NEILL SCHOOL|HEALTH PSYCHOLOGY|UNIVERSITY OF CALIFORNIA, IRVINE
MIRANDA REDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
MITCHELL R. BERG|INDIANA UNIVERSITY O'NEILL SCHOOL|MANKATOB.S.|HAMLINE UNIVERSITY
MOLLY  STEWART|INDIANA UNIVERSITY O'NEILL SCHOOL|EDUCATION POLICY STUDIES, UNIVERSITY OF WISCONSIN-MADISON, 2013|UNIVERSITY OF WISCONSIN-MADISON
