name|faculty_of|has_phd_info|phd_where
EUIPYO LEE|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
FAITHE TATUM|HARRIS SCHOOL OF PUBLIC POLICY|HAROLD WASHINGTON COLLEGE|HAROLD WASHINGTON COLLEGE
FIONA BURLIG|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CALIFORNIA
FRANK J. VILARDO|INDIANA UNIVERSITY O'NEILL SCHOOL|XAVIER UNIVERSITY|UNIVERSITY OF NORTH CAROLINA
FRANK LEWIS|INDIANA UNIVERSITY O'NEILL SCHOOL|THE UNIVERSITY OF CHICAGO|THE UNIVERSITY OF CHICAGO
GERARDO ESPINAL FRANCO|HARRIS SCHOOL OF PUBLIC POLICY|GERARDO|UNIVERSITY OF HOUSTON
GRACE HAMMOND|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL|UNIVERSITY OF CHICAGO
GREGORY LANE|HARRIS SCHOOL OF PUBLIC POLICY|UC BERKELEY|UC BERKELEY
GUILLAUME POULIOT|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY|HARVARD UNIVERSITY
GABRIELLE GOODWIN|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF UTAH|UNIVERSITY OF UTAH
GARTH LINDNER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|UNIVERSITY OF MARYLAND, BALTIMORE COUNTY
GARY BRANHAM|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
GARY HIEFTJE|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF ILLINOIS|UNIVERSITY OF ILLINOIS
GLEN SALMON|INDIANA UNIVERSITY O'NEILL SCHOOL|CAPE FEAR COMMUNITY COLLEGE|INDIANA UNIVERSITY
GLORIA AYEE|HARVARD KENNEDY SCHOOL|VALUE ERROR|VALUE ERROR
GRAHAM ALLISON|HARVARD KENNEDY SCHOOL|HARVARD UNIVERSITY|HARVARD UNIVERSITY
GRAHAM MCKEEN|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITYB|INDIANA UNIVERSITYB
GREG CROUCH|INDIANA UNIVERSITY O'NEILL SCHOOL|PURDUE UNIVERSITY|PURDUE UNIVERSITY
GWEN  WHITE|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MINNESOTA|UNIVERSITY OF MINNESOTA
HALEY SADOVSKY|HARRIS SCHOOL OF PUBLIC POLICY|LAKE LAND COLLEGE|LAKE LAND COLLEGE
HANNA SEFEROS|HARRIS SCHOOL OF PUBLIC POLICY|LOYOLA UNIVERSITY CHICAGO|LOYOLA UNIVERSITY CHICAGO
HEDDY LAHMANN|HARRIS SCHOOL OF PUBLIC POLICY|AFGHANISTAN|HARVARD EDUCATIONAL REVIEW
HENRY PAULSON|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY
HILLARY WERNER|HARRIS SCHOOL OF PUBLIC POLICY|BOSTON UNIVERSITY|BOSTON UNIVERSITY
HOPE MICHELSON|HARRIS SCHOOL OF PUBLIC POLICY|CORNELL UNIVERSITY|CORNELL UNIVERSITY
HOPIE MELTON|HARRIS SCHOOL OF PUBLIC POLICY|UCHICAGO|CENTER FOR EFFECTIVE GOVERNMENT
HSI-LING LIAO|HARRIS SCHOOL OF PUBLIC POLICY|INCLUSIVE ECONOMY LAB|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY
HENDRIK HAITJEMA|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MINNESOTA|UNIVERSITY OF MINNESOTA
HENRY K. WAKHUNGU|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
INGVIL GAARDER|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF OSLO|UNIVERSITY OF OSLO
ISABEAU DASHO|HARRIS SCHOOL OF PUBLIC POLICY|ISABEAU|UNIVERSITY OF CHICAGO
J. LANDON YODER|INDIANA UNIVERSITY O'NEILL SCHOOL|GOSHEN COLLEGE|INDIANA UNIVERSITY
J.L.  NAVE|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CINCINNATIMBA, UNIVERSITY OF CINCINNATI|UNIVERSITY OF CINCINNATIMBA
JAKE BRAUN|HARRIS SCHOOL OF PUBLIC POLICY|AFRICA, MIDDLE EAST AND LATIN AMERICA|LOYOLA UNIVERSITY OF CHICAGO
JAMES A. LEITZEL|HARRIS SCHOOL OF PUBLIC POLICY|PUBLIC POLICY STUDIES IN THE COLLEGE|CAMBRIDGE UNIVERSITY PRESS
JAMES HECKMAN|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY
JAMES ROBINSON|HARRIS SCHOOL OF PUBLIC POLICY|ROBINSON|MIT
JASON HANCHAR|HARRIS SCHOOL OF PUBLIC POLICY| |INDIANA STATE UNIVERSITY
JASON SAUL|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF VIRGINIA SCHOOL OF LAW|CORNELL UNIVERSITY
JAY LANDAU|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY
JEFF BROOM|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO HARRIS
JEFF LEVY|HARRIS SCHOOL OF PUBLIC POLICY|AMERICAN UNIVERSITY IN WASHINGTON, DC|AMERICAN UNIVERSITY IN WASHINGTON, DC
JEFF ZOLINE|HARRIS SCHOOL OF PUBLIC POLICY|UCHICAGO.EDU|UCHICAGO.EDU
JEFFREY GROGGER|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA, SAN DIEGO|UNIVERSITY OF CALIFORNIA, SAN DIEGO
JEN LOMBARDO|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|NORTHWESTERN UNIVERSITY
JENNIFER DELANEY|HARRIS SCHOOL OF PUBLIC POLICY|STANFORD UNIVERSITY|STANFORD UNIVERSITY
JENS LUDWIG|HARRIS SCHOOL OF PUBLIC POLICY|DUKE UNIVERSITY|DUKE UNIVERSITY
JEREMY EDWARDS|HARRIS SCHOOL OF PUBLIC POLICY|JEREMY EDWARDS|DEPAUL UNIVERSITY
JESSE DRISCOLL|HARRIS SCHOOL OF PUBLIC POLICY|JESSE DRISCOLL IS AN ASSOCIATE |COLUMBIA UNIVERSITY PRESS
JESSICA GAGLE|HARRIS SCHOOL OF PUBLIC POLICY|LOYOLA UNIVERSITY CHICAGO|LOYOLA UNIVERSITY CHICAGO
JODI DAILY|HARRIS SCHOOL OF PUBLIC POLICY|GRAND VALLEY STATE UNIVERSITY|GRAND VALLEY STATE UNIVERSITY
JOE SPIWAK|HARRIS SCHOOL OF PUBLIC POLICY|JOE SPIWAK|NORTHWESTERN UNIVERSITY
JOHN A. LIST|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF WYOMING|UNIVERSITY OF WYOMING
JOHN BURROWS|HARRIS SCHOOL OF PUBLIC POLICY|CAPE TOWN, SOUTH AFRICA|UNIVERSITY OF CHICAGO
JOHN OXTOBY|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD COLLEGE|HARVARD BUSINESS SCHOOL
JON MCHENRY|HARRIS SCHOOL OF PUBLIC POLICY|THE UNIVERSITY OF GEORGIA|UNIVERSITY OF GEORGIA
JOSHUA GOTTLIEB|HARRIS SCHOOL OF PUBLIC POLICY|THE UNITED STATES AND CANADA|HARVARD UNIVERSITY
JOSHUA WOLFF|HARRIS SCHOOL OF PUBLIC POLICY|JOSHUA|POLITICS
JUSTIN MARLOWE|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF WISCONSIN-MILWAUKEE|UNIVERSITY OF WISCONSIN-MILWAUKEE
JACOB FARMER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
JACQUELINE BHABHA|HARVARD KENNEDY SCHOOL|HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH|UNIVERSITY OF CHICAGO
JAMES  PERRY|INDIANA UNIVERSITY O'NEILL SCHOOL|SYRACUSE UNIVERSITY|SYRACUSE UNIVERSITY
JAMES C. RANDOLPH|INDIANA UNIVERSITY O'NEILL SCHOOL|CARLETON UNIVERSITY|CARLETON UNIVERSITY
JAMES FARMER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
JAMES J. DUDERSTADT|FORD SCHOOL OF PUBLIC POLICY|CALIFORNIA INSTITUTE OF TECHNOLOGY|CALIFORNIA INSTITUTE OF TECHNOLOGY
JAVED ALI|FORD SCHOOL OF PUBLIC POLICY|NATIONAL SECURITY PODCAST|GERALD R. FORD SCHOOL OF PUBLIC POLICY
JAYMA MEYER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|GEORGETOWN UNIVERSITY LAW CENTER
JEEYANG RHEE BAUM|HARVARD KENNEDY SCHOOL|UCLA|UCLA
JEFFREY R. WHITE|INDIANA UNIVERSITY O'NEILL SCHOOL|SYRACUSE UNIVERSITY|SYRACUSE UNIVERSITY
JENNA BEDNAR|FORD SCHOOL OF PUBLIC POLICY|STANFORD UNIVERSITY|STANFORD UNIVERSITY
JENNIFER  SCHEPERS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
JENNIFER BRASS|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CALIFORNIA AT BERKELEY|UNIVERSITY OF CALIFORNIA AT BERKELEY
JENNIFER SILVA|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF VIRGINIA|UNIVERSITY OF VIRGINIA
JIE BAI|HARVARD KENNEDY SCHOOL|MASSACHUSETTS INSTITUTE OF TECHNOLOGY|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
JILL  NICHOLSON-CROTTY|INDIANA UNIVERSITY O'NEILL SCHOOL|TEXAS A&M UNIVERSITY|TEXAS A&M UNIVERSITY
JIM BILDNER|HARVARD KENNEDY SCHOOL|HARVARD KENNEDY SCHOOL|HARVARD
JOANNA WORONKOWICZ|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
JOE CAUDELL|INDIANA UNIVERSITY O'NEILL SCHOOL|UTAH STATE UNIVERSITY|UTAH STATE UNIVERSITY
JOE RYAN|INDIANA UNIVERSITY O'NEILL SCHOOL|UC-BERKELEY|UC-BERKELEY
JOHN  ZODY|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
JOHN A. RUPP|INDIANA UNIVERSITY O'NEILL SCHOOL|EASTERN WASHINGTON UNIVERSITY|EASTERN WASHINGTON UNIVERSITY
JOHN D. CIORCIARI|FORD SCHOOL OF PUBLIC POLICY|OXFORD|OXFORD
JOHN D. GRAHAM|INDIANA UNIVERSITY O'NEILL SCHOOL|CARNEGIE-MELLON UNIVERSITY|CARNEGIE-MELLON UNIVERSITY
JOHN E. SHASSBERGER|INDIANA UNIVERSITY O'NEILL SCHOOL|UNITED STATES NAVAL ACADEMY|OAKLAND CITY UNIVERSITY
JOHN FOX|INDIANA UNIVERSITY O'NEILL SCHOOL|O'NEILL BLOOMINGTON, INDIANA UNIVERSITY|O'NEILL BLOOMINGTON, INDIANA UNIVERSITY
JOHN GODEC|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
JOHN GREGG|INDIANA UNIVERSITY O'NEILL SCHOOL|MCKINNEY SCHOOL|MCKINNEY SCHOOL, IU
JOHN LEAHY|FORD SCHOOL OF PUBLIC POLICY|PRINCETON UNIVERSITY|PRINCETON UNIVERSITY
JOHN MCCLELLAND|INDIANA UNIVERSITY O'NEILL SCHOOL|BOWDOIN COLLEGE|BOWDOIN COLLEGE
JOHN R. KARAAGAC|INDIANA UNIVERSITY O'NEILL SCHOOL|JOHNS HOPKINS UNIVERSITY|JOHNS HOPKINS UNIVERSITY
JOHN T  ZIETLOW|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
JOHN WILEY|INDIANA UNIVERSITY O'NEILL SCHOOL|BALL STATE UNIVERSITY|BALL STATE UNIVERSITY
JON ELDON|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CALIFORNIA-SANTA CRUZ|UNIVERSITY OF CALIFORNIA-SANTA CRUZ
JONATHAN D. RAFF|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
JONATHAN HANSON|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF MICHIGAN|UNIVERSITY OF MICHIGAN
JONGMIN LEE|INDIANA UNIVERSITY O'NEILL SCHOOL|HONGIK UNIVERSITY|HONGIK UNIVERSITY, SEOUL, KOREA
JORDAN  SITES|INDIANA UNIVERSITY O'NEILL SCHOOL|MIAMI UNIVERSITY|MIAMI UNIVERSITY
JORDAN HUNTER|INDIANA UNIVERSITY O'NEILL SCHOOL|BRIGHAM YOUNG UNIVERSITY IDAHO|BRIGHAM YOUNG UNIVERSITY IDAHO
JOSEPH ALDY|HARVARD KENNEDY SCHOOL|HARVARD UNIVERSITY|HARVARD UNIVERSITY
JOSEPH SHAW|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF KENTUCKY|UNIVERSITY OF KENTUCKY
JOSHUA HAUSMAN|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA AT BERKELEY|UNIVERSITY OF CALIFORNIA, BERKELEY
JULIE BATTILANA|HARVARD KENNEDY SCHOOL|INSEAD|INSEAD
JULIE DUHON|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
JULIE M. CARMICHAEL|INDIANA UNIVERSITY O'NEILL SCHOOL|STANFORD UNIVERSITY|STANFORD UNIVERSITY
JUSTIN ROSS|INDIANA UNIVERSITY O'NEILL SCHOOL|WEST VIRGINIA UNIVERSITY|WEST VIRGINIA UNIVERSITY
JUWON CHUNG|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
KAREN MCCLEARY|HARRIS SCHOOL OF PUBLIC POLICY|ADMISSIONS COUNSELOR|HARRIS
KARLYN GORSKI|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
KATE RAY|HARRIS SCHOOL OF PUBLIC POLICY|BIP) LAB AS A RESEARCH COORDINATOR|UNIVERSITY OF MASSACHUSETTS BOSTON
KATE SHANNON BIDDLE|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|CORNELL COLLEGE
KATHERINE BAICKER|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD|HARVARD
KATHERINE CROSBY|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN|UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN
KATHRYN IERULLI|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
KATIE MEYER|HARRIS SCHOOL OF PUBLIC POLICY|KATIE MEYER IS THE SENIOR |HARRIS PUBLIC POLICY
KATIE SILASIRI|HARRIS SCHOOL OF PUBLIC POLICY|KATIE|WISCONSIN-MADISON
KAVI BHALLA|HARRIS SCHOOL OF PUBLIC POLICY|THE UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
KELLI CLARKSON|HARRIS SCHOOL OF PUBLIC POLICY| THE NEW DIRECTOR OF DEVELOPMENT AT HARRIS|HARRIS
KELLY HALLBERG|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY
KELLY LOFGREN|HARRIS SCHOOL OF PUBLIC POLICY|ILLINOIS MATH AND SCIENCE ACADEMY|BOSTON UNIVERSITY
KENNETTE BENEDICT|HARRIS SCHOOL OF PUBLIC POLICY|STANFORD UNIVERSITY|STANFORD UNIVERSITY
KERI O'MARA|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF NOTRE DAME|UNIVERSITY OF NOTRE DAME
KIM KIERAS|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|CHICAGO BOOTH’S POLSKY CENTER
KIMBERLY WOLSKE|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF MICHIGAN|UNIVERSITY OF MICHIGAN
KISOO KIM|HARRIS SCHOOL OF PUBLIC POLICY|PERSONAL WEBPAGE|KISOO KIM
KOICHIRO ITO|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA, BERKELEY|UNIVERSITY OF CALIFORNIA, BERKELEY
KONSTANTIN SONIN|HARRIS SCHOOL OF PUBLIC POLICY|MOSCOW STATE UNIVERSITY|MOSCOW STATE UNIVERSITY
KRISINDA DOHERTY|HARRIS SCHOOL OF PUBLIC POLICY| |HARRIS PUBLIC POLICY
KRISTINA BUTAEVA|HARRIS SCHOOL OF PUBLIC POLICY|HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY|HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY
KUNAL PAL|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO BOOTH SCHOOL OF BUSINESS|UNIVERSITY OF CHICAGO
KAMISSA CAMARA|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF OXFORD|UNIVERSITY OF OXFORD
KAREN GAHL-MILLS|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CHICAGO BOOTH SCHOOL OF BUSINESSBACHELOR OF MUSIC, DEPAUL UNIVERSITYY|UNIVERSITY OF CHICAGO BOOTH SCHOOL OF BUSINESSBACHELOR OF MUSIC, DEPAUL UNIVERSITYY
KATHLEEN  STEDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
KATHRYN  CIMERA|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
KATHRYN M. DOMINGUEZ|FORD SCHOOL OF PUBLIC POLICY|YALE UNIVERSITY|YALE UNIVERSITY
KATHRYN MICHELLE BENAVIDEZ  WESTRICH|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
KENNETH R. RICHARDS|INDIANA UNIVERSITY O'NEILL SCHOOL|WHARTON SCHOOL, UNIVERSITY OF PENNSYLVANIA|WHARTON SCHOOL, UNIVERSITY OF PENNSYLVANIA
KERRY KRUTILLA|INDIANA UNIVERSITY O'NEILL SCHOOL|DUKE UNIVERSITY|DUKE UNIVERSITY
KHALIL ABDUR-RASHID|HARVARD KENNEDY SCHOOL|SOUTHERN METHODIST UNIVERSITY IN DALLAS|SOUTHERN METHODIST UNIVERSITY IN DALLAS
KIMBERLY NOVICK|INDIANA UNIVERSITY O'NEILL SCHOOL|DUKE UNIVERSITY|DUKE UNIVERSITY
KIRSTEN GRØNBJERG|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
KOSALI SIMON|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MARYLAND, COLLEGE PARK|UNIVERSITY OF MARYLAND, COLLEGE PARK
LARISA VLADU|HARRIS SCHOOL OF PUBLIC POLICY|DEPAUL UNIVERSITY|DEPAUL UNIVERSITY
LAURA CARROLL|HARRIS SCHOOL OF PUBLIC POLICY|KNOWLEDGE TO EXPERIENCE|DEPAUL UNIVERSITY
LEAH GJERTSON|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF WISCONSIN-MADISON|UNIVERSITY OF WISCONSIN-MADISON
LECHAE MOTTLEY|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF MISSOURI|UNIVERSITY OF MISSOURI
LEONARD BRASHEAR|HARRIS SCHOOL OF PUBLIC POLICY| |UNIVERSITY OF KENTUCKY
LESLEY TURNER|HARRIS SCHOOL OF PUBLIC POLICY|COLUMBIA UNIVERSITY|COLUMBIA UNIVERSITY
LESLIE VILLAVERDE|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS PUBLIC POLICY|LAFAYETTE COLLEGE
LINGYANG ZHANG|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY|XIAMEN UNIVERSITY IN CHINA
LUIS MARTINEZ|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY
LYDIA MAKDAH-MUFARREH|HARRIS SCHOOL OF PUBLIC POLICY|ROOSEVELT UNIVERSITY|ROOSEVELT UNIVERSITY
LYDIA VELIKO|HARRIS SCHOOL OF PUBLIC POLICY|YALE UNIVERSITY|CHICAGO
LANJUN PENG|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
LAURA HELMKE-LONG|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
LAURA JANE DURFEE|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
LAURA LITTLEPAGE|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|NEW YORK UNIVERSITY
LAWRENCE BACOW|HARVARD KENNEDY SCHOOL|HARVARD UNIVERSITY|TUFTS
LEE H. HAMILTON|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
LEONOR CAMARENA|INDIANA UNIVERSITY O'NEILL SCHOOL|ARIZONA STATE UNIVERSITY|ARIZONA STATE UNIVERSITY
LESLEY SNYDER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
LESLIE ABSHIER|INDIANA UNIVERSITY O'NEILL SCHOOL|O'NEILL, INDIANA UNIVERSITY|O'NEILL, INDIANA UNIVERSITY
LESLIE LENKOWSKY|INDIANA UNIVERSITY O'NEILL SCHOOL|HARVARD UNIVERSITY|HARVARD UNIVERSITY
LESTER  WADZINSKI|INDIANA UNIVERSITY O'NEILL SCHOOL|SLIPPERY ROCK UNIVERSITY|SLIPPERY ROCK UNIVERSITY
LIENNE  SETHNA|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITYB.S., EARTH SCIENCES, THE OHIO STATE UNIVERSITY|INDIANA UNIVERSITYB
LINDA BILMES|HARVARD KENNEDY SCHOOL|OXFORD UNIVERSITY|OXFORD UNIVERSITY
LISA AMSLER|INDIANA UNIVERSITY O'NEILL SCHOOL|SMITH COLLEGE|UNIVERSITY OF CONNECTICUT SCHOOL OF LAW
LOIS RECASCINO WISE|INDIANA UNIVERSITY O'NEILL SCHOOL|WILLIAM PATERSON COLLEGE, NEW JERSEY|INDIANA UNIVERSITY
LORI GARRAGHTY, CFRE|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
LUIS ARMONA|HARVARD KENNEDY SCHOOL|STANFORD UNIVERSITY|STANFORD UNIVERSITY
MADHU CAIN|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF KUWAIT|VILLANOVA UNIVERSITY
MADISON ZACCARDELLI|HARRIS SCHOOL OF PUBLIC POLICY|WRINKLE IN TIME|DEPAUL UNIVERSITY
MAGGIE ELMARAKBY|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY|THE HARRIS SCHOOL AT THE UNIVERSITY OF CHICAGO
MAGGIE SHI|HARRIS SCHOOL OF PUBLIC POLICY|COLUMBIA UNIVERSITY|COLUMBIA UNIVERSITY
MALIHA CHISHTI|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF TORONTO|UNIVERSITY OF TORONTO
MARC FARINELLA|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO
MAREIKE SCHOMERUS|HARRIS SCHOOL OF PUBLIC POLICY|ODI|ODI
MARIA ANGÉLICA BAUTISTA|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY
MARINA WILLIAMS|HARRIS SCHOOL OF PUBLIC POLICY|NATIONAL RELATIONS|INTERNATIONAL RELATIONS
MARLEY MANDELARO|HARRIS SCHOOL OF PUBLIC POLICY|PRIVATE SCHOOLS|UNIVERSITY OF BUFFALO SUNY
MARQUIS HAYES|HARRIS SCHOOL OF PUBLIC POLICY|FINANCIAL LITERACY TOPICS|ENGLISH
MARTIN CASTILLO QUINTANA|HARRIS SCHOOL OF PUBLIC POLICY|NEW YORK UNIVERSITY|NEW YORK UNIVERSITY
MARYSUE BARRETT|HARRIS SCHOOL OF PUBLIC POLICY|DEST ACCOMPLISHMENTS|MPC
MATT NIKSCH|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
MATT ROARTY|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
MATTHEW FLEMING|HARRIS SCHOOL OF PUBLIC POLICY| | 
MATTHEW STAGNER|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
MAURICIO VILLACRES|HARRIS SCHOOL OF PUBLIC POLICY|PURDUE UNIVERSITY NW IN INDIANA|PURDUE UNIVERSITY NW IN INDIANA
MAY WOODARD-HICKEY|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO|CHICAGO
MAYA LOZINSKI|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY
MEGAN BUSBICE|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL|UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL
MEREDITH SHINER|HARRIS SCHOOL OF PUBLIC POLICY|MEREDITH SHINER|WASHINGTON
MICHAEL A. NUTTER|HARRIS SCHOOL OF PUBLIC POLICY|MITCH LANDRIEU|UNIVERSITY OF PENNSYLVANIA
MICHAEL GREENSTONE|HARRIS SCHOOL OF PUBLIC POLICY|MIT|MIT
MICHAEL KREMER|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY|HARVARD UNIVERSITY
MICHAEL MIKLAUCIC|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA|UNIVERSITY OF CALIFORNIA
MICHAEL TIBORIS|HARRIS SCHOOL OF PUBLIC POLICY|SAN DIEGO|UNIVERSITY OF CALIFORNIA, SAN DIEGO
MICHELLE MICHELINI|HARRIS SCHOOL OF PUBLIC POLICY| |NORTHWESTERN UNIVERSITY
