name|faculty_of|has_phd_info|phd_where
DAWNE DIORIO|INDIANA UNIVERSITY O'NEILL SCHOOL| 2012-17SPEA H322 PRINCIPLES OF EPIDEMIOLOGY,| UNIVERSITY OF SOUTHERN MAINESPEA
DEANNA MALATESTA|INDIANA UNIVERSITY O'NEILL SCHOOL| (V502, V263)PUBLIC PROGRAM MANAGEMENT AND CONTRACTING| UNIVERSITY OF GEORGIA,
DENNIS  CROMWELL|INDIANA UNIVERSITY O'NEILL SCHOOL| INDIANA UNIVERSITYB.S. IN MATHEMATICS,| INDIANA UNIVERSITYB.S. IN MATHEMATICS,
DENVIL DUNCAN|INDIANA UNIVERSITY O'NEILL SCHOOL| 2010M.SC.,| GEORGIA STATE UNIVERSITY,
DESMOND ANG|HARVARD KENNEDY SCHOOL| HIS RESEARCH EXAMINES THE CAUSES AND CONSEQUENCES OF RACIAL DISCRIMINATION| UNIVERSITY OF CALIFORNIA, SAN DIEGO
DEVIN JUDGE-LORD|FORD SCHOOL OF PUBLIC POLICY| HIS PERSONAL SITE.| UNIVERSITY OF WISCONSIN-MADISON.
DIANE S. HENSHEL|INDIANA UNIVERSITY O'NEILL SCHOOL| 1978CAPSTONE COURSERISK COMMUNICATION| WASHINGTON UNIVERSITY,
DOUGLAS BOOHER|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
EDUARDO MONTERO|HARRIS SCHOOL OF PUBLIC POLICY| A BA IN ECONOMICS IN 2010 AND AN MS IN STATISTICS IN 2011.| HARVARD UNIVERSITY
ELAINA MACK|HARRIS SCHOOL OF PUBLIC POLICY| A B.A IN RELIGIOUS STUDIES,| LOYOLA UNIVERSITY CHICAGO
EMILY MAGILL|HARRIS SCHOOL OF PUBLIC POLICY| BACHELOR’S DEGREE IN HISTORY AND INTERNATIONAL STUDIES| UNIVERSITY OF PITTSBURGH.
ERIC STELTENPOHL|HARRIS SCHOOL OF PUBLIC POLICY| DIGITAL MARKETING,| DIGITAL MARKETING,
ERIC THOMAS|HARRIS SCHOOL OF PUBLIC POLICY| ASSOCIATE’S DEGREE IN BUSINESS MANAGEMENT.| UNIVERSITY OF PHOENIX
ERIN HOFFMAN|HARRIS SCHOOL OF PUBLIC POLICY| DUAL DEGREE IN COMMUNICATION AND SPANISH STUDIES.| UNIVERSITY OF ILLINOIS AT URBANA CHAMPAIGN
ERIN KEANE SCOTT|HARRIS SCHOOL OF PUBLIC POLICY| BACHELOR’S DEGREE FROM LOYOLA UNIVERSITY CHICAGO.| LOYOLA UNIVERSITY CHICAGO.
ETHAN BUENO DE MESQUITA|HARRIS SCHOOL OF PUBLIC POLICY| (ALL FROM PRINCETON UNIVERSITY PRESS)| PRINCETON UNIVERSITY PRESS)
ETHAN RUCKER|HARRIS SCHOOL OF PUBLIC POLICY| ONE-ON-ONE AND GROUP COACHING,| LOYOLA UNIVERSITY CHICAGO,
EYAL FRANK|HARRIS SCHOOL OF PUBLIC POLICY| CONSERVATION POLICIES.| COLUMBIA UNIVERSITY,
EDWARDO L. RHODES|INDIANA UNIVERSITY O'NEILL SCHOOL| (MAGNA CUM LAUDE),| (MAGNA CUM LAUDE),
ELI Z. BARATZ|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D CANDIDATE,| INDIANA UNIVERSITY,
ELISABETH R. GERBER|FORD SCHOOL OF PUBLIC POLICY|" HIGH HONORS AND HIGH DISTINCTION

PROFESSIONAL AFFILIATIONS"| UNIVERSITY OF MICHIGAN
EMILY DERRINGER MEE|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
ERIC  SWANK|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
ESTIMATING THE DISTASTE FOR PRICE GOUGING WITH INCENTIVIZED CONSUMER REPORTS|FORD SCHOOL OF PUBLIC POLICY| INCENTIVIZED CONSUMER REPORTS,”| APPLIED ECONOMICS
EUGENE MCGREGOR, JR.|INDIANA UNIVERSITY O'NEILL SCHOOL| 1964PUBLIC MANAGEMENTSTRATEGIC MANAGEMENT| SYRACUSE UNIVERSITY, 1969A.B., DARTMOUTH COLLEGE,
EUIPYO LEE|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D CANDIDATE,| INDIANA UNIVERSITY,
FAITHE TATUM|HARRIS SCHOOL OF PUBLIC POLICY| FAITHE STUDIED ELEMENTARY EDUCATION| HAROLD WASHINGTON COLLEGE
FIONA BURLIG|HARRIS SCHOOL OF PUBLIC POLICY| RANDOMIZED CONTROLLED TRIALS.| WILLIAMS COLLEGE.
FRANK J. VILARDO|INDIANA UNIVERSITY O'NEILL SCHOOL| 1962HEALTH CARE MANAGEMENT AND POLICYHEALTH MANAGEMENT ETHICS| UNIVERSITY OF NORTH CAROLINA,
FRANK LEWIS|INDIANA UNIVERSITY O'NEILL SCHOOL| 1976ART WORLDS:| UNIVERSITY OF CHICAGO,
GERARDO ESPINAL FRANCO|HARRIS SCHOOL OF PUBLIC POLICY| GERARDO COMPLETED HIS BACHELOR’S DEGREE IN PUBLIC RELATIONS AND PHILOSOPHY| UNIVERSITY OF CHICAGO
GRACE HAMMOND|HARRIS SCHOOL OF PUBLIC POLICY| PROUD ALUMNA| UNIVERSITY OF CHICAGO,
GREGORY LANE|HARRIS SCHOOL OF PUBLIC POLICY| PHD IN AGRICULTURE AND RESOURCE ECONOMICS| UC BERKELEY
GUILLAUME POULIOT|HARRIS SCHOOL OF PUBLIC POLICY| STATISTICS| UNIVERSITY OF CHICAGO.
GABRIELLE GOODWIN|INDIANA UNIVERSITY O'NEILL SCHOOL| 1996B.A. PSYCHOLOGY, FRENCH, 2.| UNIVERSITY OF UTAH,
GARTH LINDNER|INDIANA UNIVERSITY O'NEILL SCHOOL| 2014M.S., INDIANA UNIVERSITY,| UNIVERSITY OF MARYLAND,
GARY BRANHAM|INDIANA UNIVERSITY O'NEILL SCHOOL| 1986V435 NEGOTIATION & ALTERNATIVE DISPUTE RESOLUTIONV263| INDIANA UNIVERSITY;
GARY HIEFTJE|INDIANA UNIVERSITY O'NEILL SCHOOL| 1964| UNIVERSITY OF ILLINOIS,
GLEN SALMON|INDIANA UNIVERSITY O'NEILL SCHOOL| 1986 A.A.S., CAPE FEAR COMMUNITY COLLEGE, 1977| INDIANA UNIVERSITY, 1986 A.A.S., CAPE FEAR COMMUNITY COLLEGE,
GLORIA AYEE|HARVARD KENNEDY SCHOOL|VALUE ERROR|VALUE ERROR
GRAHAM ALLISON|HARVARD KENNEDY SCHOOL| UNDEFINED| HARVARD UNIVERSITY
GRAHAM MCKEEN|INDIANA UNIVERSITY O'NEILL SCHOOL|M.P.A.,| INDIANA UNIVERSITYB.S.,
GREG CROUCH|INDIANA UNIVERSITY O'NEILL SCHOOL|M.P.H.;UNIVERSITY OF MINNESOTA;|M.P.H.;UNIVERSITY OF MINNESOTA;
GWEN  WHITE|INDIANA UNIVERSITY O'NEILL SCHOOL| 1988B.A., BIOLOGY, GOSHEN COLLEGE,| UNIVERSITY OF MINNESOTA,
HALEY SADOVSKY|HARRIS SCHOOL OF PUBLIC POLICY| BACHELOR’S DEGREE IN MASS COMMUNICATION IN 2016.| LAKE LAND COLLEGE,
HANNA SEFEROS|HARRIS SCHOOL OF PUBLIC POLICY| PRE-ORIENTATION PROGRAMS| LOYOLA UNIVERSITY CHICAGO.
HEDDY LAHMANN|HARRIS SCHOOL OF PUBLIC POLICY| NOMINATED FOR NYU’S BEST DISSERTATION AWARD 2020-2021.| HARVARD EDUCATIONAL REVIEW,
HENRY PAULSON|HARRIS SCHOOL OF PUBLIC POLICY| GRADUATED FROM DARTMOUTH COLLEGE IN 1968 AND RECEIVED AN MBA FROM HARVARD UNIVERSITY IN 1970.| HARVARD UNIVERSITY
HILLARY WERNER|HARRIS SCHOOL OF PUBLIC POLICY| ADMISSIONS OF UNDERREPRESENTED STUDENTS.| NORTHEASTERN UNIVERSITY
HOPE MICHELSON|HARRIS SCHOOL OF PUBLIC POLICY| NON-RESIDENT FELLOW AT THE CHICAGO COUNCIL ON GLOBAL AFFAIRS.| CHICAGO COUNCIL ON GLOBAL AFFAIRS.
HOPIE MELTON|HARRIS SCHOOL OF PUBLIC POLICY| A FRENCH MINOR AND A CHICAGO STUDIES CERTIFICATE.| CHICAGO STUDIES CERTIFICATE.
HSI-LING LIAO|HARRIS SCHOOL OF PUBLIC POLICY| DOCTORAL FELLOW AT THE NYU FURMAN CENTER FOR REAL ESTATE AND URBAN POLICY.| NATIONAL TAIWAN UNIVERSITY.
HENDRIK HAITJEMA|INDIANA UNIVERSITY O'NEILL SCHOOL| 1982M.S.,| UNIVERSITY OF MINNESOTA,
HENRY K. WAKHUNGU|INDIANA UNIVERSITY O'NEILL SCHOOL| 1983STATISTICAL ANALYSIS FOR EFFECTIVE DECISION MAKINGSTATISTICAL TECHNIQUES| INDIANA UNIVERSITY,
INGVIL GAARDER|HARRIS SCHOOL OF PUBLIC POLICY| MICROECONOMIC THEORY AND MICRODATA| NORWAY
ISABEAU DASHO|HARRIS SCHOOL OF PUBLIC POLICY| WORKING ONE ON ONE| UNIVERSITY OF CHICAGO IN THE HUMANITIES—WITH
J. LANDON YODER|INDIANA UNIVERSITY O'NEILL SCHOOL|PHD,| INDIANA UNIVERSITY,
J.L.  NAVE|INDIANA UNIVERSITY O'NEILL SCHOOL| UNIVERSITY OF CINCINNATIMBA, UNIVERSITY OF CINCINNATI| UNIVERSITY OF CINCINNATIMBA,
JAKE BRAUN|HARRIS SCHOOL OF PUBLIC POLICY| LOYOLA UNIVERSITY OF CHICAGO.| LOYOLA UNIVERSITY OF CHICAGO.
JAMES A. LEITZEL|HARRIS SCHOOL OF PUBLIC POLICY|JIM LEITZEL IS THE EXECUTIVE DIRECTOR OF PUBLIC POLICY STUDIES| (CAMBRIDGE UNIVERSITY PRESS,
JAMES HECKMAN|HARRIS SCHOOL OF PUBLIC POLICY| RESIDENT MEMBER OF THE AMERICAN PHILOSOPHICAL SOCIETY.| UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY,
JAMES ROBINSON|HARRIS SCHOOL OF PUBLIC POLICY| (TRANSLATED INTO 41 LANGUAGES| UNIVERSITY OF THE ANDES IN BOGOTÁ
JASON HANCHAR|HARRIS SCHOOL OF PUBLIC POLICY| JOURNALISM MINOR,| INDIANA STATE UNIVERSITY
JASON SAUL|HARRIS SCHOOL OF PUBLIC POLICY| JASON WAS AWARDED THE HARRY S. TRUMAN SCHOLARSHIP FOR LEADERSHIP AND PUBLIC SERVICE,| UNIVERSITY OF VIRGINIA SCHOOL OF LAW,
JAY LANDAU|HARRIS SCHOOL OF PUBLIC POLICY| NON-DEGREE| NON-DEGREE
JEFF BROOM|HARRIS SCHOOL OF PUBLIC POLICY| UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY.| UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY.
JEFF LEVY|HARRIS SCHOOL OF PUBLIC POLICY| PHD IN ECONOMICS| AMERICAN UNIVERSITY IN WASHINGTON, DC.
JEFF ZOLINE|HARRIS SCHOOL OF PUBLIC POLICY| HSIT-SERVICEDESK@UCHICAGO.EDU.| HSIT-SERVICEDESK@UCHICAGO.EDU.
JEFFREY GROGGER|HARRIS SCHOOL OF PUBLIC POLICY| DOZENS OF SCHOLARLY ARTICLES| UNIVERSITY OF CALIFORNIA, SAN DIEGO.
JEN LOMBARDO|HARRIS SCHOOL OF PUBLIC POLICY| JEN HOLDS A BA WITH HONORS IN POLITICAL SCIENCE AND VISUAL COMMUNICATION| AMERICAN UNIVERSITY AND AN MS IN HIGHER EDUCATION ADMINISTRATION AND POLICY FROM NORTHWESTERN UNIVERSITY.
JENNIFER DELANEY|HARRIS SCHOOL OF PUBLIC POLICY| AN ED.M. IN HIGHER EDUCATION FROM HARVARD UNIVERSITY,| STANFORD UNIVERSITY,
JENS LUDWIG|HARRIS SCHOOL OF PUBLIC POLICY| RUTGERS COLLEGE AND HIS MA AND PHD IN ECONOMICS FROM DUKE UNIVERSITY.| DUKE UNIVERSITY.
JEREMY EDWARDS|HARRIS SCHOOL OF PUBLIC POLICY| JEREMY COMPLETED THE EXECUTIVE LEADERSHIP PROGRAM AT STANFORD UNIVERSITY GRADUATE SCHOOL OF BUSINESS,| STANFORD UNIVERSITY GRADUATE SCHOOL OF BUSINESS,
JESSE DRISCOLL|HARRIS SCHOOL OF PUBLIC POLICY| CAMBRIDGE STUDIES ON COMPARATIVE POLITICS SERIES.| COLUMBIA UNIVERSITY PRESS,
JESSICA GAGLE|HARRIS SCHOOL OF PUBLIC POLICY| MATCHING STUDENTS WITH PROGRAMS THAT WILL ENABLE THEM TO ACHIEVE THEIR PERSONAL AND PROFESSIONAL GOALS| OHIO UNIVERSITY
JODI DAILY|HARRIS SCHOOL OF PUBLIC POLICY| PRESIDENT ZIMMER’S ROAD-SHOW TOUR| GRAND VALLEY STATE UNIVERSITY.
JOE SPIWAK|HARRIS SCHOOL OF PUBLIC POLICY| MASTERS DEGREE IN STATISTICS| NORTHWESTERN UNIVERSITY
JOHN A. LIST|HARRIS SCHOOL OF PUBLIC POLICY|JOHN A. LIST| UNIVERSITY OF WYOMING.
JOHN BURROWS|HARRIS SCHOOL OF PUBLIC POLICY| JOHN RECEIVED A PH.D. AND M.B.A.| UNIVERSITY OF CHICAGO’S BOOTH SCHOOL OF BUSINESS
JOHN OXTOBY|HARRIS SCHOOL OF PUBLIC POLICY| HARVARD COLLEGE AND EARNED AN MBA FROM HARVARD BUSINESS SCHOOL.| HARVARD COLLEGE
JON MCHENRY|HARRIS SCHOOL OF PUBLIC POLICY| JON GRADUATED CUM LAUDE| UNIVERSITY OF NEW HAMPSHIRE
JOSHUA GOTTLIEB|HARRIS SCHOOL OF PUBLIC POLICY| OUTSTANDING DISSERTATION AWARD.| HARVARD UNIVERSITY
JOSHUA WOLFF|HARRIS SCHOOL OF PUBLIC POLICY| POSITIVE CHANGE AND COMPASSION| UNIVERSITY OF CHICAGO.
JUSTIN MARLOWE|HARRIS SCHOOL OF PUBLIC POLICY| ADMITTED EXPERT WITNESS,| UNIVERSITY OF WISCONSIN-MILWAUKEE,
JACOB FARMER|INDIANA UNIVERSITY O'NEILL SCHOOL|MPA, PUBLIC MANAGEMENT, INDIANA UNIVERSITY, 2017BS,| INDIANA UNIVERSITY,
JACQUELINE BHABHA|HARVARD KENNEDY SCHOOL| JEREMIAH SMITH, JR. LECTURER IN LAW| UNIVERSITY OF CHICAGO.
JAMES  PERRY|INDIANA UNIVERSITY O'NEILL SCHOOL| 1974M.P.A.,| UNIVERSITY OF CHICAGO,
JAMES C. RANDOLPH|INDIANA UNIVERSITY O'NEILL SCHOOL| 1972M.A.,| UNIVERSITY OF TEXAS AT AUSTIN,
JAMES FARMER|INDIANA UNIVERSITY O'NEILL SCHOOL| INDIANA UNIVERSITY, 2009M.S.,| INDIANA UNIVERSITY,
JAMES J. DUDERSTADT|FORD SCHOOL OF PUBLIC POLICY|"
PHD, ENGINEERING SCIENCE AND PHYSICS,"| YALE UNIVERSITY
JAVED ALI|FORD SCHOOL OF PUBLIC POLICY|" ""THE BURN BAG."""|" ""THE BURN BAG."""
JAYMA MEYER|INDIANA UNIVERSITY O'NEILL SCHOOL| (WITH HIGH DISTINCTION),| GEORGETOWN UNIVERSITY LAW CENTER,
JEEYANG RHEE BAUM|HARVARD KENNEDY SCHOOL| NUMEROUS FELLOWSHIPS AND AWARDS,| UNIVERSITY OF WASHINGTON, AND B.A. FROM ST. OLAF COLLEGE.
JEFFREY R. WHITE|INDIANA UNIVERSITY O'NEILL SCHOOL| 1984M.S.,| SYRACUSE UNIVERSITY,
JENNA BEDNAR|FORD SCHOOL OF PUBLIC POLICY| WHY DOES THE FEDERAL GOVERNMENT TAKE ADVANTAGE OF STATE GOVERNMENTS?| UNIVERSITY OF MICHIGAN
JENNIFER  SCHEPERS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
JENNIFER BRASS|INDIANA UNIVERSITY O'NEILL SCHOOL| (MAGNA CUM LAUDE),| (MAGNA CUM LAUDE),
JENNIFER SILVA|INDIANA UNIVERSITY O'NEILL SCHOOL| 2004SOCIAL POLICYPERFORMANCE EVALUATION AND PROGRAM MANAGEMENTHONORS THESIS| UNIVERSITY OF VIRGINIA,
JIE BAI|HARVARD KENNEDY SCHOOL| SPENT ONE YEAR AT MICROSOFT RESEARCH NEW ENGLAND PRIOR TO JOINING HKS| MASSACHUSETTS INSTITUTE OF TECHNOLOGY
JILL  NICHOLSON-CROTTY|INDIANA UNIVERSITY O'NEILL SCHOOL| 2005M.A.,| COLORADO STATE UNIVERSITY,
JIM BILDNER|HARVARD KENNEDY SCHOOL| CASE WESTERN RESERVE SCHOOL OF LAW| HARVARD KENNEDY SCHOOL
JOANNA WORONKOWICZ|INDIANA UNIVERSITY O'NEILL SCHOOL| UNIVERSITY OF CHICAGO, 2011M.A.,| UNIVERSITY OF CHICAGO,
JOE CAUDELL|INDIANA UNIVERSITY O'NEILL SCHOOL|PHD, WILDLIFE BIOLOGY,  UTAH STATE UNIVERSITY,| UTAH STATE UNIVERSITY,
JOE RYAN|INDIANA UNIVERSITY O'NEILL SCHOOL| UC-BERKELEY| UC-BERKELEY
JOHN  ZODY|INDIANA UNIVERSITY O'NEILL SCHOOL| NON-PROFIT MANAGEMENT,| INDIANA UNIVERSITY,
JOHN A. RUPP|INDIANA UNIVERSITY O'NEILL SCHOOL| 1978V600 CAPSTONE,| UNIVERSITY OF CINCINNATI,
JOHN D. CIORCIARI|FORD SCHOOL OF PUBLIC POLICY| FULBRIGHT SCHOLAR.| OXFORD,
JOHN D. GRAHAM|INDIANA UNIVERSITY O'NEILL SCHOOL| (WITH HONORS),| CARNEGIE-MELLON UNIVERSITY,
JOHN E. SHASSBERGER|INDIANA UNIVERSITY O'NEILL SCHOOL| PUBLIC FINANCEV560 PUBLIC BUDGETING AND FINANCE| OAKLAND CITY UNIVERSITY,
JOHN FOX|INDIANA UNIVERSITY O'NEILL SCHOOL|M.P.A.,| INDIANA UNIVERSITY,
JOHN GODEC|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
JOHN GREGG|INDIANA UNIVERSITY O'NEILL SCHOOL|J.D., MCKINNEY SCHOOL,| INDIANA STATE UNIVERSITY,
JOHN LEAHY|FORD SCHOOL OF PUBLIC POLICY|"
PROFESSIONAL AFFILIATIONS
ELECTED FELLOW, ECONOMETRIC SOCIETY"| PRINCETON UNIVERSITY.
JOHN MCCLELLAND|INDIANA UNIVERSITY O'NEILL SCHOOL|PHD, ECONOMICS, UNIVERSITY OF MARYLAND, 1997AB,| UNIVERSITY OF MARYLAND,
JOHN R. KARAAGAC|INDIANA UNIVERSITY O'NEILL SCHOOL| 1987B.A.,| UNIVERSITY OF CALIFORNIA-BERKELEY,
JOHN T  ZIETLOW|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
JOHN WILEY|INDIANA UNIVERSITY O'NEILL SCHOOL|BA, POLITICAL SCIENCE, BALL STATE UNIVERSITY, 1992| BALL STATE UNIVERSITY,
JON ELDON|INDIANA UNIVERSITY O'NEILL SCHOOL| 2017M.S., TROPICAL CONSERVATION BIOLOGY AND ENVIRONMENTAL SCIENCE,| UNIVERSITY OF CALIFORNIA-SANTA CRUZ,
JONATHAN D. RAFF|INDIANA UNIVERSITY O'NEILL SCHOOL| 2007M.S.,| UNIVERSITY OF MINNESOTA,
JONATHAN HANSON|FORD SCHOOL OF PUBLIC POLICY| (PERSONAL SITE).| (PERSONAL SITE).
JONGMIN LEE|INDIANA UNIVERSITY O'NEILL SCHOOL| MASTER OF PUBLIC AFFAIRS AND ARTS ADMINISTRATION| INDIANA UNIVERSITY,
JORDAN  SITES|INDIANA UNIVERSITY O'NEILL SCHOOL|B.S. MANAGEMENT INFORMATION SYSTEMS,| MIAMI UNIVERSITY,
JORDAN HUNTER|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D CANDIDATE,| BRIGHAM YOUNG UNIVERSITY IDAHO,
JOSEPH ALDY|HARVARD KENNEDY SCHOOL| A MASTER OF ENVIRONMENTAL MANAGEMENT DEGREE FROM THE NICHOLAS SCHOOL OF THE ENVIRONMENT,| RESOURCES FOR THE FUTURE,
JOSEPH SHAW|INDIANA UNIVERSITY O'NEILL SCHOOL| 1992ENVIRONMENTAL TOXICOLOGYCHANGING LANDSCAPE OF TOXIC CHEMICAL REGULATION| UNIVERSITY OF KENTUCKY,
JOSHUA HAUSMAN|FORD SCHOOL OF PUBLIC POLICY| JOSH HOLDS A BA IN ECONOMICS FROM SWARTHMORE COLLEGE| UNIVERSITY OF CALIFORNIA AT BERKELEY
JULIE BATTILANA|HARVARD KENNEDY SCHOOL| A DEGREE FROM HEC BUSINESS SCHOOL,| ECOLE NORMALE SUPÉRIEURE DE CACHAN.
JULIE DUHON|INDIANA UNIVERSITY O'NEILL SCHOOL|BA,| INDIANA UNIVERSITY,
JULIE M. CARMICHAEL|INDIANA UNIVERSITY O'NEILL SCHOOL| 1986H124|MBA, INDIANA UNIVERSITY, 1989BA, INTERNATIONAL RELATIONS, STANFORD UNIVERSITY,
JUSTIN ROSS|INDIANA UNIVERSITY O'NEILL SCHOOL| 2004BENEFIT| WEST VIRGINIA UNIVERSITY,
JUWON CHUNG|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D CANDIDATE, PUBLIC AFFAIRS, INDIANA UNIVERSITY,| INDIANA UNIVERSITY,
KAREN MCCLEARY|HARRIS SCHOOL OF PUBLIC POLICY| DECONSTRUCTING BARRIERS TO ENROLLMENT FOR THESE STUDENTS.| COLUMBIA UNIVERSITY.
KARLYN GORSKI|HARRIS SCHOOL OF PUBLIC POLICY| INTENSIVE ETHNOGRAPHIC RESEARCH| INSTITUTE OF EDUCATION SCIENCES
KATE RAY|HARRIS SCHOOL OF PUBLIC POLICY| HONOR’S THESIS| UNIVERSITY OF MASSACHUSETTS BOSTON,
KATE SHANNON BIDDLE|HARRIS SCHOOL OF PUBLIC POLICY| MASTER’S DEGREE| NORTHWESTERN UNIVERSITY.
KATHERINE BAICKER|HARRIS SCHOOL OF PUBLIC POLICY| RANDOMIZED| HARVARD.
KATHERINE CROSBY|HARRIS SCHOOL OF PUBLIC POLICY| COMPARATIVE LITERATURE| UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN.
KATHRYN IERULLI|HARRIS SCHOOL OF PUBLIC POLICY| FIELD EXAMS IN LABOR ECONOMICS AND INDUSTRIAL ORGANIZATION.| UNIVERSITY OF CHICAGO,
KATIE MEYER|HARRIS SCHOOL OF PUBLIC POLICY| CHICAGO-KENT COLLEGE OF LAW.| CHICAGO-KENT COLLEGE OF LAW.
KATIE SILASIRI|HARRIS SCHOOL OF PUBLIC POLICY| ENGAGING IN MULTIPLE RESEARCH STUDIES CENTERING STUDENT DEVELOPMENT THEORY,| MARQUETTE UNIVERSITY
KAVI BHALLA|HARRIS SCHOOL OF PUBLIC POLICY| THESIS RESEARCH FOCUSED ON THE MECHANICS OF MATERIAL FAILURE,| UNIVERSITY OF CHICAGO,
KELLI CLARKSON|HARRIS SCHOOL OF PUBLIC POLICY| COLLEGE REUNIONS| UCHICAGO CAREER IN ALUMNI RELATIONS AND DEVELOPMENT
KELLY HALLBERG|HARRIS SCHOOL OF PUBLIC POLICY| NOT ONLY RIGOROUS BUT RELEVANT,| UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY.
KELLY LOFGREN|HARRIS SCHOOL OF PUBLIC POLICY| MANAGING FACULTY AND INSTRUCTOR COMMUNICATIONS RELATED TO COURSES.| BOSTON UNIVERSITY.
KENNETTE BENEDICT|HARRIS SCHOOL OF PUBLIC POLICY| BA FROM OBERLIN COLLEGE AND HER PHD IN POLITICAL SCIENCE FROM STANFORD UNIVERSITY.| STANFORD UNIVERSITY.
KERI O'MARA|HARRIS SCHOOL OF PUBLIC POLICY| TEACHING THE VISUAL DESIGN COURSE AND OTHER WORKSHOPS AT GENERAL ASSEMBLY.| GENERAL ASSEMBLY.
KIM KIERAS|HARRIS SCHOOL OF PUBLIC POLICY| REAL-WORLD AI USE CASES| NORTHWESTERN UNIVERSITY SCHOOL OF EDUCATION AND SOCIAL POLICY
KIMBERLY WOLSKE|HARRIS SCHOOL OF PUBLIC POLICY| (2022) MORAL HAZARD OR NOT?| CONNECTICUT COLLEGE,
KISOO KIM|HARRIS SCHOOL OF PUBLIC POLICY| DEMOCRATIC ACCOUNTABILITY, AND DEMOCRATIC INSTITUTIONS.| PERSONAL WEBPAGE
KOICHIRO ITO|HARRIS SCHOOL OF PUBLIC POLICY| RANDOMIZED FIELD EXPERIMENTS AND QUASI-EXPERIMENTAL DESIGNS| UNIVERSITY OF CALIFORNIA, BERKELEY.
KONSTANTIN SONIN|HARRIS SCHOOL OF PUBLIC POLICY| POSTDOCTORAL FELLOW AT HARVARD UNIVERSITY’S DAVIS CENTER FOR RUSSIAN AND EURASIAN STUDIES,| MOSCOW STATE UNIVERSITY
KRISINDA DOHERTY|HARRIS SCHOOL OF PUBLIC POLICY| STRUCTURED THREE-YEAR CAREER CURRICULUM,| THREE-YEAR CAREER CURRICULUM,
KRISTINA BUTAEVA|HARRIS SCHOOL OF PUBLIC POLICY| KRISTINA WAS A POSTDOCTORAL FELLOW AT THE HKUST GREATER EURASIA RESEARCH CENTER| UNIVERSITY OF WISCONSIN-MADISON.
KUNAL PAL|HARRIS SCHOOL OF PUBLIC POLICY| (CUM LAUDE)| FRANKLIN & MARSHALL COLLEGE.
KAMISSA CAMARA|FORD SCHOOL OF PUBLIC POLICY| PHD IN POLITICAL SCIENCE AT THE UNIVERSITY OF OXFORD.| UNIVERSITY OF OXFORD.
KAREN GAHL-MILLS|INDIANA UNIVERSITY O'NEILL SCHOOL|MBA,| DEPAUL UNIVERSITYY650
KATHLEEN  STEDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|MBA, HR CONCENTRATION, UPPER IOWA UNIVERSITY, 2016B.A.,| UPPER IOWA UNIVERSITY,
KATHRYN  CIMERA|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
KATHRYN M. DOMINGUEZ|FORD SCHOOL OF PUBLIC POLICY|"
EDUCATIONAL BACKGROUND
PHD, YALE UNIVERSITY"| YALE UNIVERSITY
KATHRYN MICHELLE BENAVIDEZ  WESTRICH|INDIANA UNIVERSITY O'NEILL SCHOOL|PHD, INDIANA UNIVERSITY, 2022| INDIANA UNIVERSITY,
KENNETH R. RICHARDS|INDIANA UNIVERSITY O'NEILL SCHOOL| 1997J.D., UNIVERSITY OF PENNSYLVANIA CAREY LAW SCHOOL,| UNIVERSITY OF PENNSYLVANIA,
KERRY KRUTILLA|INDIANA UNIVERSITY O'NEILL SCHOOL| 1988M.S.,| DUKE UNIVERSITY,
KHALIL ABDUR-RASHID|HARVARD KENNEDY SCHOOL| COMPLETED TWO ADVANCED ISLAMIC SEMINARY DOCTORAL LICENSES| MARMARA UNIVERSITY
KIMBERLY NOVICK|INDIANA UNIVERSITY O'NEILL SCHOOL| 2002APPLIED MATHEMATICS| PEOPLEMATH PREPARATION PROGRAM
KIRSTEN GRØNBJERG|INDIANA UNIVERSITY O'NEILL SCHOOL| 1968FUND DEVELOPMENT FOR NONPROFITSNONPROFIT AND VOLUNTARY SECTOR| UNIVERSITY OF CHICAGO,
KOSALI SIMON|INDIANA UNIVERSITY O'NEILL SCHOOL| (MASTERS LEVEL AND PHD LEVEL| UNIVERSITY OF MARYLAND,
