name|faculty_of|has_phd_info|phd_where
DAVID G. EHRLICH|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., POLITICAL SCIENCE, WAYNE|(WITH DISTINCTION), HIGH HONORS IN POLITICAL SCIENCE, UNIVERSITY OF MICHIGAN,
DAVID GOOD|INDIANA UNIVERSITY O'NEILL SCHOOL|PUBLIC AFFAIRSPUBLIC POLICY, ANALYSIS MANAGEMENT SCIENCE, OPERATIONS RESEARCHSTATISTICAL ANALYSIS|PUBLIC AFFAIRSPUBLIC POLICY, ANALYSIS MANAGEMENT SCIENCE, OPERATIONS RESEARCHSTATISTICAL ANALYSIS
DAVID GREGOIRE|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
DAVID HENRY|INDIANA UNIVERSITY O'NEILL SCHOOL|M.P.A., INDIANA UNIVERSITY-BLOOMINGTON,|2002V425/V550/H455
DAWNE DIORIO|INDIANA UNIVERSITY O'NEILL SCHOOL|PRINCIPLES OF EPIDEMIOLOGY, 2012-PRESENTSPEA|PRINCIPLES OF EPIDEMIOLOGY, 2012-PRESENTSPEA H124 INTRODUCTION TO THE US
DEANNA MALATESTA|INDIANA UNIVERSITY O'NEILL SCHOOL|(V370)|(V654)RESEARCH METHODS AND STATISTICAL
DENNIS  CROMWELL|INDIANA UNIVERSITY O'NEILL SCHOOL|M.P.A., INDIANA|M.P.A., INDIANA UNIVERSITYB.S. IN
DENVIL DUNCAN|INDIANA UNIVERSITY O'NEILL SCHOOL|BUDGETINGPUBLIC FINANCE AND BUDGETINGSEMINAR IN REVENUE THEORY AND ADMINISTRATIONMICROECONOMICS|2010M.SC., UNIVERSITY OF THE WEST
DESMOND ANG|HARVARD KENNEDY SCHOOL|DESMOND ANG IS AN APPLIED ECONOMIST|HIS RESEARCH EXAMINES THE CAUSES
DEVIN JUDGE-LORD|FORD SCHOOL OF PUBLIC POLICY|ED. CHARLES M. CAMERON, BRANDICE CANES-WRONE, SANFORD|ED.
DIANE S. HENSHEL|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., BIOMEDICAL SCIENCES-NEUROSCIENCE,|PH.D., BIOMEDICAL SCIENCES-NEUROSCIENCE,
DOUGLAS BOOHER|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
EDUARDO MONTERO|HARRIS SCHOOL OF PUBLIC POLICY|EDUARDO IS A FACULTY RESEARCH FELLOW|FELLOW WITH THE NATIONAL
ELAINA MACK|HARRIS SCHOOL OF PUBLIC POLICY|B.A|GLOBAL CENTERS IN CHINA, ITALY, AND
EMILY MAGILL|HARRIS SCHOOL OF PUBLIC POLICY|PITTSBURGH FOUNDATION WHERE SHE WORKED WITH DONORS AND NONPROFITS.|ADMINISTRATION FROM THE UNIVERSITY OF PITTSBURGH. SHE
ERIC STELTENPOHL|HARRIS SCHOOL OF PUBLIC POLICY|OF DIGITAL MARKETING, ERIC|AS ASSISTANT DIRECTOR OF DIGITAL MARKETING, ERIC
ERIC THOMAS|HARRIS SCHOOL OF PUBLIC POLICY|FUNCTIONS, VENDOR|BILLING/TECHNICAL MANAGER FOR COMCAST, STORE MANAGER FOR TRAK AUTO,
ERIN HOFFMAN|HARRIS SCHOOL OF PUBLIC POLICY|URBANA CHAMPAIGN THIS PAST SPRING WITH A DUAL DEGREE|THE UNIVERSITY
ERIN KEANE SCOTT|HARRIS SCHOOL OF PUBLIC POLICY|90.5 WESA. BEFORE|90.5 WESA. BEFORE
ETHAN BUENO DE MESQUITA|HARRIS SCHOOL OF PUBLIC POLICY|OF|RATIONALITY AND DEPARTMENT OF POLITICAL SCIENCE. ETHAN
ETHAN RUCKER|HARRIS SCHOOL OF PUBLIC POLICY|IN|AFTER TEACHING, HE MOVED TO CHICAGO AND EARNED AN EDS
EYAL FRANK|HARRIS SCHOOL OF PUBLIC POLICY|PARTICULAR,|WILDLIFE POPULATION LEVELS, AND (III) WHAT
EDWARDO L. RHODES|INDIANA UNIVERSITY O'NEILL SCHOOL|(MAGNA CUM LAUDE),|(MAGNA CUM
ELI Z. BARATZ|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D CANDIDATE, PUBLIC AFFAIRS, INDIANA UNIVERSITY, O'NEILL MPA, INDIANA|2007B.A., INTERNATIONAL STUDIES, INDIANA UNIVERSITY, 2007
ELISABETH R. GERBER|FORD SCHOOL OF PUBLIC POLICY|ESTIMATING THE IMPACT OF MAYORAL PARTISANSHIP|S RESEARCH FOCUSES ON REGIONALISM AND INTERGOVERNMENTAL COOPERATION, SUSTAINABLE DEVELOPMENT, URBAN
EMILY DERRINGER MEE|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
ERIC  SWANK|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
ESTIMATING THE DISTASTE FOR PRICE GOUGING WITH INCENTIVIZED CONSUMER REPORTS|FORD SCHOOL OF PUBLIC POLICY|AN ECONOMIST WHO EXPLORES HOW ECONOMIC POLICIES|AN ECONOMIST WHO EXPLORES HOW ECONOMIC POLICIES AFFECT RACIAL
EUGENE MCGREGOR, JR.|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., SYRACUSE UNIVERSITY, 1969A.B., DARTMOUTH COLLEGE, 1964PUBLIC|PH.D., SYRACUSE UNIVERSITY, 1969A.B., DARTMOUTH
EUIPYO LEE|INDIANA UNIVERSITY O'NEILL SCHOOL|MPA, KOREA UNIVERSITY,  2018BSPA, KOREA|PH.D CANDIDATE, PUBLIC AFFAIRS, INDIANA UNIVERSITY, O'NEILL
FAITHE TATUM|HARRIS SCHOOL OF PUBLIC POLICY|CELL BIOLOGY (MGCB)|(MGCB) AND PHARMACOLOGY AND
FIONA BURLIG|HARRIS SCHOOL OF PUBLIC POLICY|SHE HOLDS A PHD|AGRICULTURAL AND RESOURCE ECONOMICS
FRANK J. VILARDO|INDIANA UNIVERSITY O'NEILL SCHOOL|DR.P.H., UNIVERSITY|1965B.S., XAVIER UNIVERSITY, 1962HEALTH
FRANK LEWIS|INDIANA UNIVERSITY O'NEILL SCHOOL|M.A., HISTORY, THE|MANAGEMENT, MARKETS, & POLICYCURATING IN
GERARDO ESPINAL FRANCO|HARRIS SCHOOL OF PUBLIC POLICY|CAROLINA. THERE,|BACHELOR’S DEGREE IN PUBLIC RELATIONS AND PHILOSOPHY FROM
GRACE HAMMOND|HARRIS SCHOOL OF PUBLIC POLICY|PURSUE RESEARCH ON THE NATURE OF SOCIO-ECONOMIC|CENTER FOR THE ECONOMICS OF HUMAN DEVELOPMENT, WHERE
GREGORY LANE|HARRIS SCHOOL OF PUBLIC POLICY|GREG WAS AN ASSISTANT PROFESSOR AT AMERICAN UNIVERSITY. HE|HE
GUILLAUME POULIOT|HARRIS SCHOOL OF PUBLIC POLICY|PREVIOUSLY, HE RECEIVED HIS B.A.|B.A.
GABRIELLE GOODWIN|INDIANA UNIVERSITY O'NEILL SCHOOL|OF UTAH, 1996B.A. PSYCHOLOGY, FRENCH, 2.|2010M.A. LINGUISTICS, TESOL, UNIVERSITY OF UTAH,
GARTH LINDNER|INDIANA UNIVERSITY O'NEILL SCHOOL|(UMBC), 2014M.S., INDIANA UNIVERSITY, 2009B.A.,|INDIANA UNIVERSITY, 2009B.A., INDIANA UNIVERSITY, 2006
GARY BRANHAM|INDIANA UNIVERSITY O'NEILL SCHOOL|NEGOTIATION & ALTERNATIVE DISPUTE RESOLUTIONV263 PUBLIC MANAGEMENTPROGRAM DIRECTOR, O'NEILL|NEGOTIATION & ALTERNATIVE DISPUTE RESOLUTIONV263 PUBLIC MANAGEMENTPROGRAM DIRECTOR, O'NEILL
GARY HIEFTJE|INDIANA UNIVERSITY O'NEILL SCHOOL|COLLEGE, MICHIGAN,|PH.D., UNIVERSITY OF ILLINOIS,
GLEN SALMON|INDIANA UNIVERSITY O'NEILL SCHOOL|B.A., INDIANA UNIVERSITY, 1986 A.A.S., CAPE|A.A.S., CAPE
GLORIA AYEE|HARVARD KENNEDY SCHOOL|VALUE ERROR|VALUE ERROR
GRAHAM ALLISON|HARVARD KENNEDY SCHOOL|DOE TASK FORCE ON NONPROLIFERATION PROGRAMS WITH RUSSIA, THE IAEA’S|WELL AS A MEMBER OF THE ADVISORY
GRAHAM MCKEEN|INDIANA UNIVERSITY O'NEILL SCHOOL|M.P.A., SUSTAINABLE DEVELOPMENT, INDIANA|INDIANA UNIVERSITYB.S., ENVIRONMENTAL MANAGEMENT, INDIANA UNIVERSITY, SPEA,
GREG CROUCH|INDIANA UNIVERSITY O'NEILL SCHOOL|1977B.S.; PURDUE UNIVERSITY; 1975ENVIRONMENTAL HEALTH SCIENCE (H316)RADIOLOGICAL|PURDUE UNIVERSITY; 1975ENVIRONMENTAL HEALTH SCIENCE (H316)RADIOLOGICAL
GWEN  WHITE|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., CONSERVATION BIOLOGY, UNIVERSITY|UNIVERSITY OF MINNESOTA, 1996M.S., ZOOLOGY, UNIVERSITY OF MARYLAND,
HALEY SADOVSKY|HARRIS SCHOOL OF PUBLIC POLICY|A PROUD GRADUATE|WORKING IN HIGHER EDUCATION IN MULTIPLE CAPACITIES, MOST
HANNA SEFEROS|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS PRE-ORIENTATION|HIGHER EDUCATION
HEDDY LAHMANN|HARRIS SCHOOL OF PUBLIC POLICY|CURRENTLY, SHE IS CO-CONDUCTING|IS CO-CONDUCTING
HENRY PAULSON|HARRIS SCHOOL OF PUBLIC POLICY|AND RECEIVED AN MBA FROM HARVARD UNIVERSITY IN 1970.|PRIOR TO JOINING GOLDMAN SACHS, HE
HILLARY WERNER|HARRIS SCHOOL OF PUBLIC POLICY|2021, SHE WORKED AT NORTHEASTERN UNIVERSITY SCHOOL OF LAW IN HYBRID|EDUCATION. SHE LEARNED HER BACHELOR'S
HOPE MICHELSON|HARRIS SCHOOL OF PUBLIC POLICY|GLOBAL AFFAIRS. HER RESEARCH IS AT THE INTERSECTION|FELLOW AT THE CHICAGO COUNCIL ON GLOBAL AFFAIRS. HER
HOPIE MELTON|HARRIS SCHOOL OF PUBLIC POLICY|IN CHICAGO|GOVERNMENT (CEG),
HSI-LING LIAO|HARRIS SCHOOL OF PUBLIC POLICY|IS A RESEARCH ASSOCIATE|INEQUALITY. SHE
HENDRIK HAITJEMA|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., UNIVERSITY OF MINNESOTA, 1982M.S., DELFT|UNIVERSITY OF MINNESOTA, 1982M.S., DELFT UNIVERSITY OF TECHNOLOGY,
HENRY K. WAKHUNGU|INDIANA UNIVERSITY O'NEILL SCHOOL|EFFECTIVE DECISION MAKINGSTATISTICAL TECHNIQUES|NAIROBI UNIVERSITY, NAIROBI, KENYA, 1983STATISTICAL ANALYSIS
INGVIL GAARDER|HARRIS SCHOOL OF PUBLIC POLICY|RESEARCH HAS STUDIED THE|FROM THE EUROPEAN
ISABEAU DASHO|HARRIS SCHOOL OF PUBLIC POLICY|A PARTICULAR FOCUS ON CLIMATE LITERATURE FROM THE 1970S.|ARTICLES, AND
J. LANDON YODER|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY, 2017MPA,|ENVIRONMENT AND PEOPLER516
J.L.  NAVE|INDIANA UNIVERSITY O'NEILL SCHOOL|OF CINCINNATIMBA, UNIVERSITY|MA, ARTS ADMINISTRATION, UNIVERSITY OF CINCINNATIMBA,
JAKE BRAUN|HARRIS SCHOOL OF PUBLIC POLICY|ON GLOBAL AFFAIRS,|AND
JAMES A. LEITZEL|HARRIS SCHOOL OF PUBLIC POLICY|PRESS, 2008), AND LAW AND ECONOMICS: A|(ROUTLEDGE,
JAMES HECKMAN|HARRIS SCHOOL OF PUBLIC POLICY|CENTRE. HE|OF THE PIO MANZÙ CENTRE.
JAMES ROBINSON|HARRIS SCHOOL OF PUBLIC POLICY|SOCIETY, AND|MOST RECENT BOOK, THE NARROW CORRIDOR:
JASON HANCHAR|HARRIS SCHOOL OF PUBLIC POLICY|MASTER'S DEGREE IN SPORTS MANAGEMENT FROM INDIANA STATE|RELATIONSHIPS.   ORIGINALLY FROM NORTHWEST INDIANA,
JASON SAUL|HARRIS SCHOOL OF PUBLIC POLICY|YEARS, JASON|40”
JAY LANDAU|HARRIS SCHOOL OF PUBLIC POLICY|STRATEGY FOR THE STUDENT RECRUITMENT & GLOBAL|ANALYTICS FROM THE UNIVERSITY OF ILLINOIS
JEFF BROOM|HARRIS SCHOOL OF PUBLIC POLICY|IN ADDITION TO HIS CPS WORK, JEFF|OF PUBLIC POLICY.
JEFF LEVY|HARRIS SCHOOL OF PUBLIC POLICY|HIS OWN RESEARCH HAS FOCUSED ON ECONOMIC UNCERTAINTY,|UNCERTAINTY, PARTICULARLY
JEFF ZOLINE|HARRIS SCHOOL OF PUBLIC POLICY|PLEASE SEND ALL REQUESTS TO HSIT-SERVICEDESK@UCHICAGO.EDU.|PLEASE
JEFFREY GROGGER|HARRIS SCHOOL OF PUBLIC POLICY|LOW-INCOME|ECONOMICS
JEN LOMBARDO|HARRIS SCHOOL OF PUBLIC POLICY|WHEN|NON-COGNITIVE SKILLS ASSOCIATED WITH COLLEGE PERSISTENCE. BEFORE
JENNIFER DELANEY|HARRIS SCHOOL OF PUBLIC POLICY|WITH THE ASSOCIATION FOR THE STUDY|WITH THE ASSOCIATION FOR THE
JENS LUDWIG|HARRIS SCHOOL OF PUBLIC POLICY|HE WAS ELECTED VICE|2000), COEDITOR
JEREMY EDWARDS|HARRIS SCHOOL OF PUBLIC POLICY|PROFESSIONAL & CAREER|NONPROFIT MANAGEMENT, AND PROCESS STRATEGY. HE
JESSE DRISCOLL|HARRIS SCHOOL OF PUBLIC POLICY|PROMISES|ARGUES THAT WHEN A STATE HAS FAILED, AND PROMISES
JESSICA GAGLE|HARRIS SCHOOL OF PUBLIC POLICY|OF STUDENT RECRUITMENT FOR THE EVENING|THROUGH EACH INDIVIDUAL’S EDUCATIONAL JOURNEY. SHE
JODI DAILY|HARRIS SCHOOL OF PUBLIC POLICY|"EVENTS.
JODI"|HIGHER
JOE SPIWAK|HARRIS SCHOOL OF PUBLIC POLICY|DEVELOPER, WORKING TO ASSIST CLIENTS WITH DATA INTEGRATION|SALESFORCE ADMINISTRATOR & ASSISTANT
JOHN A. LIST|HARRIS SCHOOL OF PUBLIC POLICY|AND 2016 FOR HIS WORK|HONORARY DOCTORATE FROM TILBURG UNIVERSITY IN 2014, AND
JOHN BURROWS|HARRIS SCHOOL OF PUBLIC POLICY|JOHN|M.B.A. FROM THE UNIVERSITY OF CHICAGO’S BOOTH
JOHN OXTOBY|HARRIS SCHOOL OF PUBLIC POLICY|OBAMA-BIDEN WHITE HOUSE AS ASSOCIATE DIRECTOR OF THE PRESIDENT’S JOBS|OBAMA-BIDEN
JON MCHENRY|HARRIS SCHOOL OF PUBLIC POLICY|IN POLITICAL SCIENCE FROM THE UNIVERSITY OF GEORGIA, WITH|OPINION RESEARCH AND AMERICAN ASSOCIATION OF POLITICAL CONSULTANTS.  HE
JOSHUA GOTTLIEB|HARRIS SCHOOL OF PUBLIC POLICY|PROFESSOR|ECONOMIC LITERATURE'S
JOSHUA WOLFF|HARRIS SCHOOL OF PUBLIC POLICY|PASSION|SCIENCES, VOLUNTEERING, AND PUBLIC POLICY, HAVE
JUSTIN MARLOWE|HARRIS SCHOOL OF PUBLIC POLICY|POLITICAL SCIENCE|REGULAR COLUMN AT
JACOB FARMER|INDIANA UNIVERSITY O'NEILL SCHOOL|MANAGEMENT, INDIANA|INDIANA UNIVERSITY, 2017BS, COMPUTER
JACQUELINE BHABHA|HARVARD KENNEDY SCHOOL|THE DIRECTOR OF RESEARCH AT THE|BHABHA, JD, MSC IS A PROFESSOR OF THE PRACTICE
JAMES  PERRY|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., SYRACUSE UNIVERSITY, 1974M.P.A., SYRACUSE|1972B.A., UNIVERSITY OF CHICAGO, 1970PUBLIC
JAMES C. RANDOLPH|INDIANA UNIVERSITY O'NEILL SCHOOL|1968B.A., THE UNIVERSITY OF TEXAS AT AUSTIN,|1968B.A., THE UNIVERSITY OF TEXAS AT AUSTIN, 1966APPLIED REMOTE SENSING OF THE ENVIRONMENTAPPLIED
JAMES FARMER|INDIANA UNIVERSITY O'NEILL SCHOOL|2000FOOD SYSTEMS AND COMMUNITY RESILIENCEFUNDAMENTALS OF|2006B.S., INDIANA UNIVERSITY, 2000FOOD SYSTEMS AND COMMUNITY RESILIENCEFUNDAMENTALS OF SUSTAINABLE
JAMES J. DUDERSTADT|FORD SCHOOL OF PUBLIC POLICY|DUDERSTADT CENTER ON THE UNIVERSITY'S|TECHNOLOGIES ON SOCIETY, LOCATED IN THE JAMES
JAVED ALI|FORD SCHOOL OF PUBLIC POLICY|A RANGE OF NATIONAL SECURITY|INTERNATIONAL NETWORKS AND SIMILAR PRINT
JAYMA MEYER|INDIANA UNIVERSITY O'NEILL SCHOOL|J.D., GEORGETOWN UNIVERSITY LAW CENTER, 1978B.S.,|(WITH HIGH DISTINCTION), SCHOOL OF PUBLIC
JEEYANG RHEE BAUM|HARVARD KENNEDY SCHOOL|HER RESEARCH FOCUSES ON COMPARATIVE POLITICAL INSTITUTIONS, GOVERNANCE, AND DEMOCRATIZATION|AT THE HARVARD KENNEDY SCHOOL, WHERE SHE IS A FACULTY AFFILIATE WITH THE ASH
JEFFREY R. WHITE|INDIANA UNIVERSITY O'NEILL SCHOOL|CHEMISTRYENVIRONMENTAL|PH.D., SYRACUSE UNIVERSITY, 1984M.S., RUTGERS
JENNA BEDNAR|FORD SCHOOL OF PUBLIC POLICY|HOW COMPLEMENTARY INSTITUTIONS MAINTAIN AND ADJUST THE DISTRIBUTION OF AUTHORITY BETWEEN NATIONAL AND|DISTRIBUTIONS SUGGESTED BY A CONSTITUTION MEAN NOTHING IF THE GOVERNMENTS HAVE NO
JENNIFER  SCHEPERS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
JENNIFER BRASS|INDIANA UNIVERSITY O'NEILL SCHOOL|(MAGNA CUM LAUDE),|(MAGNA CUM LAUDE),
JENNIFER SILVA|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., UNIVERSITY|2010M.A., UNIVERSITY OF VIRGINIA, 2006B.A., WELLESLEY
JIE BAI|HARVARD KENNEDY SCHOOL|THESE, HOW CAN WE THEN STRUCTURE EFFECTIVE|THESE, HOW CAN WE THEN STRUCTURE EFFECTIVE POLICIES
JILL  NICHOLSON-CROTTY|INDIANA UNIVERSITY O'NEILL SCHOOL|A&M UNIVERSITY, 2005M.A.,|A&M UNIVERSITY, 2005M.A., COLORADO STATE UNIVERSITY, 1999B.A.,
JIM BILDNER|HARVARD KENNEDY SCHOOL|2009.MR. BILDNER EARNED HIS|COMMENTARIES FOR
JOANNA WORONKOWICZ|INDIANA UNIVERSITY O'NEILL SCHOOL|2007B.F.A., UNIVERSITY OF WINDSOR, 2004CULTURAL PLANNING AND URBAN DEVELOPMENTSTATISTICAL ANALYSIS|2007B.F.A., UNIVERSITY OF WINDSOR, 2004CULTURAL PLANNING AND URBAN DEVELOPMENTSTATISTICAL ANALYSIS
JOE CAUDELL|INDIANA UNIVERSITY O'NEILL SCHOOL|UTAH|WILDLIFE BIOLOGY,  UTAH STATE UNIVERSITY, 2001MS,
JOE RYAN|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., ECONOMICS, UC-BERKELEY|PH.D., ECONOMICS, UC-BERKELEY
JOHN  ZODY|INDIANA UNIVERSITY O'NEILL SCHOOL|M.P.A., NON-PROFIT|NON-PROFIT
JOHN A. RUPP|INDIANA UNIVERSITY O'NEILL SCHOOL|CAPSTONE, EMERGING POLICY AND TECHNOLOGY ADVANCES ON THE RESILIENCY|CAPSTONE, EMERGING POLICY AND TECHNOLOGY ADVANCES ON THE RESILIENCY
JOHN D. CIORCIARI|FORD SCHOOL OF PUBLIC POLICY|HTTPS://ACADEMIC.OUP.COM/IRAP/ARTICLE-ABSTRACT/19/3/523/5490628|COURTEOUS POWER: JAPAN AND SOUTHEAST ASIA IN THE INDO-PACIFIC
JOHN D. GRAHAM|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., URBAN AND PUBLIC AFFAIRS, CARNEGIE-MELLON|(HONORS)INTERNATIONAL ENERGY ISSUES: A NATION-STATE
JOHN E. SHASSBERGER|INDIANA UNIVERSITY O'NEILL SCHOOL|ED.D., LEADERSHIP, OAKLAND|1994B.S., POLITICAL
JOHN FOX|INDIANA UNIVERSITY O'NEILL SCHOOL|M.P.A., O'NEILL|1997B.A., O'NEILL BLOOMINGTON, INDIANA UNIVERSITY, 1989
JOHN GODEC|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
JOHN GREGG|INDIANA UNIVERSITY O'NEILL SCHOOL|J.D., MCKINNEY|INDIANA UNIVERSITY, 1976A.S., VINCENNES
JOHN LEAHY|FORD SCHOOL OF PUBLIC POLICY|A LEADING AUTHORITY ON MACROECONOMICS, HAVING SERVED|A LEADING AUTHORITY ON MACROECONOMICS, HAVING SERVED
JOHN MCCLELLAND|INDIANA UNIVERSITY O'NEILL SCHOOL|OF MARYLAND, 1997AB,|UNIVERSITY OF MARYLAND,
JOHN R. KARAAGAC|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D. WITH DISTINCTION, INTERNATIONAL|1987B.A., HISTORY, UNIVERSITY
JOHN T  ZIETLOW|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
JOHN WILEY|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY, 1992|UNIVERSITY, 1992
JON ELDON|INDIANA UNIVERSITY O'NEILL SCHOOL|HAWAII-HILO, 2010B.S., BIOLOGY, STANFORD UNIVERSITY, 2005B.A.,|MANAGEMENTSOILS SCIENCE AND MANAGEMENT
JONATHAN D. RAFF|INDIANA UNIVERSITY O'NEILL SCHOOL|POLLUTANTS-ENVIRONMENTAL|POLLUTANTS-ENVIRONMENTAL CHEMISTRY AND FATE
JONATHAN HANSON|FORD SCHOOL OF PUBLIC POLICY|HIS RESEARCH EXPLORES THE ROLES|"EDUCATIONAL BACKGROUND
PHD"
JONGMIN LEE|INDIANA UNIVERSITY O'NEILL SCHOOL|MASTER OF PUBLIC AFFAIRS AND ARTS|PH.D CANDIDATE, PUBLIC AFFAIRS, INDIANA UNIVERSITY, O'NEILL MPA-MAAA
JORDAN  SITES|INDIANA UNIVERSITY O'NEILL SCHOOL|MANAGEMENT INFORMATION SYSTEMS, MIAMI|B.S. MANAGEMENT INFORMATION
JORDAN HUNTER|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D CANDIDATE, PUBLIC AFFAIRS, INDIANA UNIVERSITY, O'NEILL MPA, BRIGHAM|PH.D CANDIDATE, PUBLIC AFFAIRS, INDIANA UNIVERSITY, O'NEILL
JOSEPH ALDY|HARVARD KENNEDY SCHOOL|MOSSAVAR-RAHMANI CENTER FOR BUSINESS AND GOVERNMENT. HIS RESEARCH FOCUSES ON CLIMATE CHANGE|HIS RESEARCH FOCUSES ON CLIMATE CHANGE
JOSEPH SHAW|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., UNIVERSITY|PH.D., UNIVERSITY OF KENTUCKY,
JOSHUA HAUSMAN|FORD SCHOOL OF PUBLIC POLICY|RESEARCH INTERESTS ARE IN ECONOMIC HISTORY AND MACROECONOMICS WITH A FOCUS ON THE U.S.|FROM THE UNIVERSITY
JULIE BATTILANA|HARVARD KENNEDY SCHOOL|AND PUBLIC POLICY FROM ECOLE NORMALE SUPÉRIEURE DE CACHAN.|FROM ECOLE NORMALE SUPÉRIEURE DE CACHAN.
JULIE DUHON|INDIANA UNIVERSITY O'NEILL SCHOOL|BA, INDIANA UNIVERSITY, 2006|BA,
JULIE M. CARMICHAEL|INDIANA UNIVERSITY O'NEILL SCHOOL|OVERVIEW OF US HEALTHCARE SYSTEMH403 PHARMACEUTICAL|OVERVIEW OF US HEALTHCARE SYSTEMH403 PHARMACEUTICAL
JUSTIN ROSS|INDIANA UNIVERSITY O'NEILL SCHOOL|2008B.S., WRIGHT|PH.D.,
JUWON CHUNG|INDIANA UNIVERSITY O'NEILL SCHOOL|WOMANS UNIVERSITY,|WOMANS
KAREN MCCLEARY|HARRIS SCHOOL OF PUBLIC POLICY|LEARNED DURING HER GRADUATE PROGRAM IN|MASTER'S OF EDUCATION
KARLYN GORSKI|HARRIS SCHOOL OF PUBLIC POLICY|A RECIPIENT OF THE 2022 WAYNE C. BOOTH|HER RESEARCH HAS BEEN FEATURED IN THE AMERICAN JOURNAL OF
KATE RAY|HARRIS SCHOOL OF PUBLIC POLICY|KATE HOPES|COMPLETED HER HONOR’S
KATE SHANNON BIDDLE|HARRIS SCHOOL OF PUBLIC POLICY|CLASSROOM, TO CREATE COMMUNITY AMONG|STUDENTS, AND TO IMPLEMENT
KATHERINE BAICKER|HARRIS SCHOOL OF PUBLIC POLICY|CHAIR OF THE MASSACHUSETTS GROUP INSURANCE COMMISSION;|ELECTED MEMBER OF THE NATIONAL ACADEMY OF MEDICINE,
KATHERINE CROSBY|HARRIS SCHOOL OF PUBLIC POLICY|URBANA-CHAMPAIGN.|DISCOURSE AND HOW THESE INSIGHTS OFFER TOOLS
KATHRYN IERULLI|HARRIS SCHOOL OF PUBLIC POLICY|KATHRYN|CO-EDITOR
KATIE MEYER|HARRIS SCHOOL OF PUBLIC POLICY|CRIMINAL JUSTICE FROM SAINT JOSEPH’S COLLEGE AND|APPOINTMENTS, AND
KATIE SILASIRI|HARRIS SCHOOL OF PUBLIC POLICY|WISCONSIN-MADISON, WHERE|WISCONSIN-MADISON, WHERE SHE GRADUATED
KAVI BHALLA|HARRIS SCHOOL OF PUBLIC POLICY|(GBD)|(CORNELL, 2001) THESIS RESEARCH FOCUSED ON THE MECHANICS OF
KELLI CLARKSON|HARRIS SCHOOL OF PUBLIC POLICY|YEARS.|YEARS.
KELLY HALLBERG|HARRIS SCHOOL OF PUBLIC POLICY|RIGOROUS BUT RELEVANT, SHE|SHE ALSO PREVIOUSLY
KELLY LOFGREN|HARRIS SCHOOL OF PUBLIC POLICY|LED RECRUITMENT|SHE IS RESPONSIBLE FOR CREATING THE COURSE SCHEDULE, LEADING
KENNETTE BENEDICT|HARRIS SCHOOL OF PUBLIC POLICY|2005-2015, SHE|ALSO DIRECTED A GRANT-MAKING INITIATIVE
KERI O'MARA|HARRIS SCHOOL OF PUBLIC POLICY|PRESENTATION, DIGITAL, AND PRINT DESIGN. HER PROFESSIONAL EXPERIENCE RANGES|WOMEN-LED
KIM KIERAS|HARRIS SCHOOL OF PUBLIC POLICY|SCIENCE IN BUSINESS ADMINISTRATION FROM ARGOSY|POLICY
KIMBERLY WOLSKE|HARRIS SCHOOL OF PUBLIC POLICY|K.T. & WOLSKE*, K.S. (2017). THE INFLUENCE|89: 102656.
KISOO KIM|HARRIS SCHOOL OF PUBLIC POLICY|KIM’S|KISOO KIM’S RESEARCH FOCUSES
KOICHIRO ITO|HARRIS SCHOOL OF PUBLIC POLICY|INSTITUTE OF ECONOMY, TRADE, AND INDUSTRY. FOR|AFFILIATE AT THE E2E
KONSTANTIN SONIN|HARRIS SCHOOL OF PUBLIC POLICY|FORMAL MODELS OF NONDEMOCRATIC POLITICS (WITH|(2),
KRISINDA DOHERTY|HARRIS SCHOOL OF PUBLIC POLICY|OF CHICAGO, KRISINDA ASSISTED|HARRIS, KRISINDA WAS THE TROTT BUSINESS PROGRAM
