name|faculty_of|has_phd_info|phd_where
FIONA BURLIG|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA, BERKELEY|UNIVERSITY OF CALIFORNIA, BERKELEY
FRANK J. VILARDO|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF NORTH CAROLINA|UNIVERSITY OF NORTH CAROLINA
FRANK LEWIS|INDIANA UNIVERSITY O'NEILL SCHOOL|THE UNIVERSITY OF CHICAGO|THE UNIVERSITY OF CHICAGO
GERARDO ESPINAL FRANCO|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF HOUSTON|UNIVERSITY OF HOUSTON
GRACE HAMMOND|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
GREGORY LANE|HARRIS SCHOOL OF PUBLIC POLICY|UC BERKELEY|UC BERKELEY
GUILLAUME POULIOT|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY|HARVARD UNIVERSITY
GABRIELLE GOODWIN|INDIANA UNIVERSITY O'NEILL SCHOOL|CHICAGO-KENT COLLEGE OF LAW|CHICAGO-KENT COLLEGE OF LAW
GARTH LINDNER|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MARYLAND, BALTIMORE COUNTY (UMBC),|UNIVERSITY OF MARYLAND
GARY BRANHAM|INDIANA UNIVERSITY O'NEILL SCHOOL|PEPPERDINE UNIVERSITY SCHOOL OF LAW|PEPPERDINE UNIVERSITY SCHOOL OF LAW
GARY HIEFTJE|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF ILLINOIS|UNIVERSITY OF ILLINOIS
GLEN SALMON|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
GLORIA AYEE|HARVARD KENNEDY SCHOOL|VALUE ERROR|VALUE ERROR
GRAHAM ALLISON|HARVARD KENNEDY SCHOOL|HARVARD UNIVERSITY|HARVARD UNIVERSITY
GRAHAM MCKEEN|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITYB|INDIANA UNIVERSITYB
GREG CROUCH|INDIANA UNIVERSITY O'NEILL SCHOOL|PURDUE UNIVERSITY|UNIVERSITY OF MINNESOTA
GWEN  WHITE|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MINNESOTA|UNIVERSITY OF MINNESOTA
HALEY SADOVSKY|HARRIS SCHOOL OF PUBLIC POLICY|EASTERN ILLINOIS UNIVERSITY|NORTHEASTERN UNIVERSITY
HANNA SEFEROS|HARRIS SCHOOL OF PUBLIC POLICY|LOYOLA UNIVERSITY|LOYOLA UNIVERSITY CHICAGO
HEDDY LAHMANN|HARRIS SCHOOL OF PUBLIC POLICY|AFGHANISTAN|NEW YORK UNIVERSITY
HENRY PAULSON|HARRIS SCHOOL OF PUBLIC POLICY|DARTMOUTH COLLEGE|HARVARD UNIVERSITY
HILLARY WERNER|HARRIS SCHOOL OF PUBLIC POLICY|BOSTON UNIVERSITY|BOSTON UNIVERSITY
HOPE MICHELSON|HARRIS SCHOOL OF PUBLIC POLICY|CORNELL UNIVERSITY|CORNELL UNIVERSITY
HOPIE MELTON|HARRIS SCHOOL OF PUBLIC POLICY|UCHICAGO|UCHICAGO
HSI-LING LIAO|HARRIS SCHOOL OF PUBLIC POLICY|NEW YORK UNIVERSITY|NEW YORK UNIVERSITY
HENDRIK HAITJEMA|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MINNESOTA|UNIVERSITY OF MINNESOTA
HENRY K. WAKHUNGU|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
INGVIL GAARDER|HARRIS SCHOOL OF PUBLIC POLICY|EUROPEAN UNIVERSITY INSTITUTE IN FLORENCE|EUROPEAN UNIVERSITY INSTITUTE IN FLORENCE
ISABEAU DASHO|HARRIS SCHOOL OF PUBLIC POLICY|CITY COLLEGES OF CHICAGO|UNIVERSITY OF CHICAGO
J. LANDON YODER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
J.L.  NAVE|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CINCINNATIMBA|UNIVERSITY OF CINCINNATIMBA
JAKE BRAUN|HARRIS SCHOOL OF PUBLIC POLICY|NATIONAL-LOUIS UNIVERSITY|NATIONAL-LOUIS UNIVERSITY
JAMES A. LEITZEL|HARRIS SCHOOL OF PUBLIC POLICY|CAMBRIDGE UNIVERSITY PRESS|OXFORD UNIVERSITY
JAMES HECKMAN|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY COLLEGE DUBLIN|UNIVERSITY COLLEGE DUBLIN
JAMES ROBINSON|HARRIS SCHOOL OF PUBLIC POLICY|MIT|UNIVERSITY OF THE ANDES
JASON HANCHAR|HARRIS SCHOOL OF PUBLIC POLICY|INDIANA STATE UNIVERSITY|INDIANA STATE UNIVERSITY
JASON SAUL|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
JAY LANDAU|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF ILLINOIS AT CHICAGO|UNIVERSITY OF ILLINOIS AT CHICAGO
JEFF BROOM|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY
JEFF LEVY|HARRIS SCHOOL OF PUBLIC POLICY|AMERICAN UNIVERSITY|AMERICAN UNIVERSITY
JEFF ZOLINE|HARRIS SCHOOL OF PUBLIC POLICY|UCHICAGO.EDU|UCHICAGO.EDU
JEFFREY GROGGER|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA, SAN DIEGO|SANTA BARBARA
JEN LOMBARDO|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|AMERICAN UNIVERSITY
JENNIFER DELANEY|HARRIS SCHOOL OF PUBLIC POLICY|STANFORD UNIVERSITY|STANFORD UNIVERSITY
JENS LUDWIG|HARRIS SCHOOL OF PUBLIC POLICY|DUKE UNIVERSITY|DUKE UNIVERSITY
JEREMY EDWARDS|HARRIS SCHOOL OF PUBLIC POLICY|DEPAUL UNIVERSITY|DEPAUL UNIVERSITY
JESSE DRISCOLL|HARRIS SCHOOL OF PUBLIC POLICY|COLUMBIA UNIVERSITY|RUSSIA
JESSICA GAGLE|HARRIS SCHOOL OF PUBLIC POLICY|LOYOLA UNIVERSITY|LOYOLA UNIVERSITY CHICAGO
JODI DAILY|HARRIS SCHOOL OF PUBLIC POLICY|WESTERN ILLINOIS UNIVERSITY|GRAND VALLEY STATE UNIVERSITY
JOE SPIWAK|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|NORTHWESTERN UNIVERSITY
JOHN A. LIST|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF WYOMING|UNIVERSITY OF WYOMING
JOHN BURROWS|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO AND OXFORD|UNIVERSITY OF CHICAGO AND OXFORD
JOHN OXTOBY|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD COLLEGE|HARVARD COLLEGE
JON MCHENRY|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF NEW HAMPSHIRE|UNIVERSITY OF NEW HAMPSHIRE
JOSHUA GOTTLIEB|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY|HARVARD UNIVERSITY
JOSHUA WOLFF|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
JUSTIN MARLOWE|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF WISCONSIN-MILWAUKEE|UNIVERSITY OF WISCONSIN-MILWAUKEE
JACOB FARMER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
JACQUELINE BHABHA|HARVARD KENNEDY SCHOOL|HARVARD KENNEDY SCHOOL|HARVARD
JAMES  PERRY|INDIANA UNIVERSITY O'NEILL SCHOOL|SYRACUSE UNIVERSITY|SYRACUSE UNIVERSITY
JAMES C. RANDOLPH|INDIANA UNIVERSITY O'NEILL SCHOOL|CARLETON UNIVERSITY (OTTAWA),|CARLETON UNIVERSITY
JAMES FARMER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
JAMES J. DUDERSTADT|FORD SCHOOL OF PUBLIC POLICY|CALIFORNIA INSTITUTE OF TECHNOLOGY|CALIFORNIA INSTITUTE OF TECHNOLOGY
JAVED ALI|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF MICHIGAN|AMERICAN UNIVERSITY
JAYMA MEYER|INDIANA UNIVERSITY O'NEILL SCHOOL|GEORGETOWN UNIVERSITY LAW CENTER|GEORGETOWN UNIVERSITY LAW CENTER
JEEYANG RHEE BAUM|HARVARD KENNEDY SCHOOL|UCLA|UCLA
JEFFREY R. WHITE|INDIANA UNIVERSITY O'NEILL SCHOOL|SYRACUSE UNIVERSITY|SYRACUSE UNIVERSITY
JENNA BEDNAR|FORD SCHOOL OF PUBLIC POLICY|STANFORD UNIVERSITY|STANFORD UNIVERSITY
JENNIFER  SCHEPERS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
JENNIFER BRASS|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CALIFORNIA AT BERKELEY|UNIVERSITY OF CALIFORNIA AT BERKELEY
JENNIFER SILVA|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF VIRGINIA|UNIVERSITY OF VIRGINIA
JIE BAI|HARVARD KENNEDY SCHOOL|MASSACHUSETTS INSTITUTE OF TECHNOLOGY|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
JILL  NICHOLSON-CROTTY|INDIANA UNIVERSITY O'NEILL SCHOOL|TEXAS A&M UNIVERSITY|TEXAS A&M UNIVERSITY
JIM BILDNER|HARVARD KENNEDY SCHOOL|HARVARD UNIVERSITY|LESLEY UNIVERSITY
JOANNA WORONKOWICZ|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
JOE CAUDELL|INDIANA UNIVERSITY O'NEILL SCHOOL|UTAH STATE UNIVERSITY|UTAH STATE UNIVERSITY
JOE RYAN|INDIANA UNIVERSITY O'NEILL SCHOOL|UC-BERKELEY|UC-BERKELEY
JOHN  ZODY|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
JOHN A. RUPP|INDIANA UNIVERSITY O'NEILL SCHOOL|EASTERN WASHINGTON UNIVERSITY|EASTERN WASHINGTON UNIVERSITY
JOHN D. CIORCIARI|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF OXFORD|UNIVERSITY OF OXFORD
JOHN D. GRAHAM|INDIANA UNIVERSITY O'NEILL SCHOOL|CARNEGIE-MELLON UNIVERSITY|CARNEGIE-MELLON UNIVERSITY
JOHN E. SHASSBERGER|INDIANA UNIVERSITY O'NEILL SCHOOL|OAKLAND CITY UNIVERSITY|OAKLAND CITY UNIVERSITY
JOHN FOX|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
JOHN GODEC|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
JOHN GREGG|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA STATE UNIVERSITY|MCKINNEY SCHOOL, IU
JOHN LEAHY|FORD SCHOOL OF PUBLIC POLICY|PRINCETON UNIVERSITY|PRINCETON UNIVERSITY
JOHN MCCLELLAND|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MARYLAND|UNIVERSITY OF MARYLAND
JOHN R. KARAAGAC|INDIANA UNIVERSITY O'NEILL SCHOOL|JOHNS HOPKINS UNIVERSITY|JOHNS HOPKINS UNIVERSITY
JOHN T  ZIETLOW|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
JOHN WILEY|INDIANA UNIVERSITY O'NEILL SCHOOL|BALL STATE UNIVERSITY|BALL STATE UNIVERSITY
JON ELDON|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CALIFORNIA-SANTA CRUZ|UNIVERSITY OF CALIFORNIA-SANTA CRUZ
JONATHAN D. RAFF|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
JONATHAN HANSON|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF MICHIGAN|UNIVERSITY OF MICHIGAN
JONGMIN LEE|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
JORDAN  SITES|INDIANA UNIVERSITY O'NEILL SCHOOL|MIAMI UNIVERSITY|MIAMI UNIVERSITY
JORDAN HUNTER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
JOSEPH ALDY|HARVARD KENNEDY SCHOOL|HARVARD UNIVERSITY|HARVARD UNIVERSITY
JOSEPH SHAW|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF KENTUCKY|UNIVERSITY OF KENTUCKY
JOSHUA HAUSMAN|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA, BERKELEY|UNIVERSITY OF CALIFORNIA, BERKELEY
JULIE BATTILANA|HARVARD KENNEDY SCHOOL|ECOLE NORMALE SUPÉRIEURE DE CACHAN|INSEAD
JULIE DUHON|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
JULIE M. CARMICHAEL|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY, 1989BA, INTERNATIONAL RELATIONS, STANFORD UNIVERSITY|INDIANA UNIVERSITY, 1989BA, INTERNATIONAL RELATIONS, STANFORD UNIVERSITY
JUSTIN ROSS|INDIANA UNIVERSITY O'NEILL SCHOOL|WEST VIRGINIA UNIVERSITY|WEST VIRGINIA UNIVERSITY
JUWON CHUNG|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
KAREN MCCLEARY|HARRIS SCHOOL OF PUBLIC POLICY|CARLETON COLLEGE|NEW YORK
KARLYN GORSKI|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
KATE RAY|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF MASSACHUSETTS BOSTON|UNIVERSITY OF MASSACHUSETTS BOSTON
KATE SHANNON BIDDLE|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|NORTHWESTERN UNIVERSITY
KATHERINE BAICKER|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD|HARVARD
KATHERINE CROSBY|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN|UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN
KATHRYN IERULLI|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
KATIE MEYER|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO-KENT COLLEGE OF LAW|CHICAGO-KENT COLLEGE OF LAW
KATIE SILASIRI|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF WISCONSIN-MADISON|UNIVERSITY OF WISCONSIN-MADISON
KAVI BHALLA|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|CORNELL
KELLI CLARKSON|HARRIS SCHOOL OF PUBLIC POLICY|WASHINGTON AND LEE UNIVERSITY|WASHINGTON AND LEE UNIVERSITY
KELLY HALLBERG|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|NORTHWESTERN UNIVERSITY
KELLY LOFGREN|HARRIS SCHOOL OF PUBLIC POLICY|BOSTON UNIVERSITY|BOSTON UNIVERSITY
KENNETTE BENEDICT|HARRIS SCHOOL OF PUBLIC POLICY|STANFORD UNIVERSITY|STANFORD UNIVERSITY
KERI O'MARA|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF NOTRE DAME|UNIVERSITY OF CHICAGO
KIM KIERAS|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
KIMBERLY WOLSKE|HARRIS SCHOOL OF PUBLIC POLICY|UNITED STATES|CONNECTICUT COLLEGE
KISOO KIM|HARRIS SCHOOL OF PUBLIC POLICY|DEMOCRATIC INSTITUTIONS|KISOO
KOICHIRO ITO|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA, BERKELEY|KYOTO UNIVERSITY
KONSTANTIN SONIN|HARRIS SCHOOL OF PUBLIC POLICY|MOSCOW STATE UNIVERSITY|MOSCOW STATE UNIVERSITY
KRISINDA DOHERTY|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN|UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN
KRISTINA BUTAEVA|HARRIS SCHOOL OF PUBLIC POLICY|HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY|HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY
KUNAL PAL|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO BOOTH SCHOOL OF BUSINESS|UNIVERSITY OF CHICAGO BOOTH SCHOOL OF BUSINESS
KAMISSA CAMARA|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF OXFORD|UNIVERSITY OF OXFORD
KAREN GAHL-MILLS|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CHICAGO BOOTH SCHOOL OF BUSINESSBACHELOR OF MUSIC, DEPAUL UNIVERSITYY|DEPAUL UNIVERSITYY
KATHLEEN  STEDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|UPPER IOWA UNIVERSITY|UPPER IOWA UNIVERSITY
KATHRYN  CIMERA|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
KATHRYN M. DOMINGUEZ|FORD SCHOOL OF PUBLIC POLICY|YALE UNIVERSITY|YALE UNIVERSITY
KATHRYN MICHELLE BENAVIDEZ  WESTRICH|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
KENNETH R. RICHARDS|INDIANA UNIVERSITY O'NEILL SCHOOL|WHARTON SCHOOL, UNIVERSITY OF PENNSYLVANIA|WHARTON SCHOOL, UNIVERSITY OF PENNSYLVANIA
KERRY KRUTILLA|INDIANA UNIVERSITY O'NEILL SCHOOL|DUKE UNIVERSITY|DUKE UNIVERSITY
KHALIL ABDUR-RASHID|HARVARD KENNEDY SCHOOL|MARMARA UNIVERSITY|ISTANBUL, TURKEY
KIMBERLY NOVICK|INDIANA UNIVERSITY O'NEILL SCHOOL|DUKE UNIVERSITY|DUKE UNIVERSITY
KIRSTEN GRØNBJERG|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
KOSALI SIMON|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MARYLAND|UNIVERSITY OF MARYLAND
LARISA VLADU|HARRIS SCHOOL OF PUBLIC POLICY|DEVRY UNIVERSITY|DEVRY UNIVERSITY
LAURA CARROLL|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA|UNIVERSITY OF GHENT, BELGIUM
LEAH GJERTSON|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF WISCONSIN-MADISON|UNIVERSITY OF WISCONSIN-MADISON
LECHAE MOTTLEY|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF MISSOURI|UNIVERSITY OF MISSOURI
LEONARD BRASHEAR|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF KENTUCKY|UNIVERSITY OF KENTUCKY
LESLEY TURNER|HARRIS SCHOOL OF PUBLIC POLICY|COLUMBIA UNIVERSITY|COLUMBIA UNIVERSITY
LESLIE VILLAVERDE|HARRIS SCHOOL OF PUBLIC POLICY|LAFAYETTE COLLEGE|LAFAYETTE COLLEGE
LINGYANG ZHANG|HARRIS SCHOOL OF PUBLIC POLICY|XIAMEN UNIVERSITY IN CHINA|XIAMEN UNIVERSITY IN CHINA
LUIS MARTINEZ|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY|UNIVERSITY OF CHICAGO HARRIS
LYDIA MAKDAH-MUFARREH|HARRIS SCHOOL OF PUBLIC POLICY|ROOSEVELT|ROOSEVELT
LYDIA VELIKO|HARRIS SCHOOL OF PUBLIC POLICY|YALE UNIVERSITY|YALE UNIVERSITY
LANJUN PENG|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
LAURA HELMKE-LONG|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
LAURA JANE DURFEE|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
LAURA LITTLEPAGE|INDIANA UNIVERSITY O'NEILL SCHOOL|NEW YORK UNIVERSITY|NEW YORK UNIVERSITY
LAWRENCE BACOW|HARVARD KENNEDY SCHOOL|MASSACHUSETTS INSTITUTE OF TECHNOLOGY|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
LEE H. HAMILTON|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
LEONOR CAMARENA|INDIANA UNIVERSITY O'NEILL SCHOOL|ARIZONA STATE UNIVERSITY|ARIZONA STATE UNIVERSITY
LESLEY SNYDER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
LESLIE ABSHIER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
LESLIE LENKOWSKY|INDIANA UNIVERSITY O'NEILL SCHOOL|HARVARD UNIVERSITY|HARVARD UNIVERSITY
LESTER  WADZINSKI|INDIANA UNIVERSITY O'NEILL SCHOOL|SLIPPERY ROCK UNIVERSITY|SLIPPERY ROCK UNIVERSITY
LIENNE  SETHNA|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITYB|INDIANA UNIVERSITYB
LINDA BILMES|HARVARD KENNEDY SCHOOL|OXFORD UNIVERSITY|OXFORD UNIVERSITY
LISA AMSLER|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CONNECTICUT SCHOOL OF LAW|UNIVERSITY OF CONNECTICUT SCHOOL OF LAW
LOIS RECASCINO WISE|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
LORI GARRAGHTY, CFRE|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
LUIS ARMONA|HARVARD KENNEDY SCHOOL|STANFORD UNIVERSITY|STANFORD UNIVERSITY
MADHU CAIN|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF KUWAIT|NORTHERN ILLINOIS UNIVERSITY
MADISON ZACCARDELLI|HARRIS SCHOOL OF PUBLIC POLICY|DEPAUL UNIVERSITY|DEPAUL UNIVERSITY
MAGGIE ELMARAKBY|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL|HARRIS SCHOOL AT THE UNIVERSITY OF CHICAGO
MAGGIE SHI|HARRIS SCHOOL OF PUBLIC POLICY|COLUMBIA UNIVERSITY|COLUMBIA UNIVERSITY
MALIHA CHISHTI|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF TORONTO|UNIVERSITY OF TORONTO
MARC FARINELLA|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|UNIVERSITY OF CHICAGO
MAREIKE SCHOMERUS|HARRIS SCHOOL OF PUBLIC POLICY|LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE|LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE
MARIA ANGÉLICA BAUTISTA|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY
MARINA WILLIAMS|HARRIS SCHOOL OF PUBLIC POLICY|LOCAL JAPANESE COMMUNITY|TUFTS UNIVERSITY
MARLEY MANDELARO|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF BUFFALO SUNY|UNIVERSITY OF BUFFALO SUNY
MARQUIS HAYES|HARRIS SCHOOL OF PUBLIC POLICY|AFRICAN AMERICAN STUDIES|UNIVERSITY OF CHICAGO
MARTIN CASTILLO QUINTANA|HARRIS SCHOOL OF PUBLIC POLICY|NEW YORK UNIVERSITY|NEW YORK UNIVERSITY
MARYSUE BARRETT|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|NORTHWESTERN UNIVERSITY
MATT NIKSCH|HARRIS SCHOOL OF PUBLIC POLICY|PURDUE UNIVERSITY|PURDUE UNIVERSITY
MATT ROARTY|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF DELAWARE|UNIVERSITY OF DELAWARE
MATTHEW FLEMING|HARRIS SCHOOL OF PUBLIC POLICY|UNITED STATES|UNITED STATES
MATTHEW STAGNER|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
MAURICIO VILLACRES|HARRIS SCHOOL OF PUBLIC POLICY|PURDUE UNIVERSITY NW IN INDIANA|PURDUE UNIVERSITY NW
MAY WOODARD-HICKEY|HARRIS SCHOOL OF PUBLIC POLICY|SOUTHERN UNIVERSITY|SOUTHERN UNIVERSITY-SHREVEPORT
MAYA LOZINSKI|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL|HARRIS SCHOOL
MEGAN BUSBICE|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF NORTH CAROLINA|UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL
MEREDITH SHINER|HARRIS SCHOOL OF PUBLIC POLICY|DUKE UNIVERSITY|DUKE UNIVERSITY
MICHAEL A. NUTTER|HARRIS SCHOOL OF PUBLIC POLICY|COLLEGE|UNIVERSITY OF PENNSYLVANIA
MICHAEL GREENSTONE|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
MICHAEL KREMER|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY|HARVARD UNIVERSITY
MICHAEL MIKLAUCIC|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA|UNIVERSITY OF CALIFORNIA
MICHAEL TIBORIS|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA, SAN DIEGO|UNIVERSITY OF PENNSYLVANIA
MICHELLE MICHELINI|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|HARRIS SCHOOL OF PUBLIC POLICY
MIGUEL SANTOS|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSIDAD DE BARCELONA|UNIVERSIDAD DE BARCELONA
